sxx,sxy,syy,x,y
-0.919927,-0.178554,0.0161997,7.81513,0.181818
-0.851093,-0.172263,0.0159658,7.89916,0.181818
-0.784953,-0.165928,0.0157291,7.98319,0.181818
-0.721507,-0.159549,0.0154897,8.06723,0.181818
-0.660756,-0.153124,0.0152479,8.15126,0.181818
-0.602699,-0.146653,0.0150037,8.23529,0.181818
-0.547337,-0.140135,0.0147573,8.31933,0.181818
-0.494669,-0.133571,0.0145088,8.40336,0.181818
-0.444695,-0.12696,0.0142584,8.48739,0.181818
-0.397416,-0.120302,0.0140062,8.57143,0.181818
-0.352832,-0.113597,0.0137521,8.65546,0.181818
-0.310943,-0.106843,0.0134963,8.7395,0.181818
-0.271748,-0.100041,0.0132384,8.82353,0.181818
-0.235248,-0.0931906,0.0129778,8.90756,0.181818
-0.201443,-0.0862894,0.0127131,8.9916,0.181818
-0.170333,-0.0793352,0.0124415,9.07563,0.181818
-0.141914,-0.0723234,0.0121579,9.15966,0.181818
-0.116184,-0.0652458,0.0118532,9.2437,0.181818
-0.0931338,-0.0580883,0.0115129,9.32773,0.181818
-0.0727441,-0.0508293,0.0111157,9.41176,0.181818
-0.0549802,-0.0434385,0.0106349,9.4958,0.181818
-0.0397779,-0.0358817,0.0100503,9.57983,0.181818
-0.0270301,-0.0281402,0.0093844,9.66387,0.181818
-0.0165794,-0.0202634,0.00880344,9.7479,0.181818
-0.00826597,-0.0124719,0.00886849,9.83193,0.181818
-0.00216818,-0.00528834,0.0111021,9.91597,0.181818
0.000542023,0.000490785,0.0191587,10,0.181818
-16.5466,-0.65183,-7.05644,0,0.191919
-17.8522,-1.6448,-3.58237,0.0840336,0.191919
-18.2548,-1.3579,-1.31272,0.168067,0.191919
-17.9704,-0.99542,-0.357414,0.252101,0.191919
-17.5365,-0.829173,-0.0339659,0.336134,0.191919
-17.1246,-0.779854,0.0530087,0.420168,0.191919
-16.7556,-0.775064,0.0604944,0.504202,0.191919
-16.4198,-0.780757,0.046328,0.588235,0.191919
-16.1059,-0.784643,0.0304124,0.672269,0.191919
-15.8058,-0.783847,0.0183545,0.756303,0.191919
-15.5144,-0.778845,0.0106802,0.840336,0.191919
-15.2288,-0.770913,0.00642685,0.92437,0.191919
-14.9473,-0.761226,0.00446304,1.0084,0.191919
-14.6693,-0.750628,0.00389096,1.09244,0.191919
-14.3941,-0.739658,0.00410098,1.17647,0.191919
-14.1217,-0.728628,0.00471607,1.2605,0.191919
-13.8519,-0.717708,0.0055188,1.34454,0.191919
-13.5847,-0.706981,0.00639126,1.42857,0.191919
-13.3201,-0.696483,0.00727342,1.51261,0.191919
-13.0581,-0.686222,0.00813697,1.59664,0.191919
-12.7986,-0.676199,0.00896998,1.68067,0.191919
-12.5418,-0.666406,0.00976848,1.76471,0.191919
-12.2876,-0.656834,0.010532,1.84874,0.191919
-12.036,-0.647475,0.0112615,1.93277,0.191919
-11.7869,-0.638319,0.0119584,2.01681,0.191919
-11.5405,-0.629358,0.0126238,2.10084,0.191919
-11.2967,-0.620584,0.0132592,2.18487,0.191919
-11.0554,-0.611989,0.0138653,2.26891,0.191919
-10.8168,-0.603565,0.0144434,2.35294,0.191919
-10.5808,-0.595307,0.014994,2.43697,0.191919
-10.3473,-0.587206,0.0155181,2.52101,0.191919
-10.1165,-0.579255,0.0160163,2.60504,0.191919
-9.88826,-0.571449,0.0164894,2.68908,0.191919
-9.66263,-0.563781,0.0169379,2.77311,0.191919
-9.43961,-0.556245,0.0173625,2.85714,0.191919
-9.21918,-0.548834,0.0177638,2.94118,0.191919
-9.00136,-0.541542,0.0181425,3.02521,0.191919
-8.78614,-0.534364,0.018499,3.10924,0.191919
-8.57352,-0.527293,0.018834,3.19328,0.191919
-8.3635,-0.520325,0.019148,3.27731,0.191919
-8.15609,-0.513453,0.0194416,3.36134,0.191919
-7.95128,-0.506673,0.0197152,3.44538,0.191919
-7.74908,-0.499979,0.0199695,3.52941,0.191919
-7.54948,-0.493367,0.0202049,3.61345,0.191919
-7.35248,-0.48683,0.0204219,3.69748,0.191919
-7.15809,-0.480365,0.020621,3.78151,0.191919
-6.9663,-0.473967,0.0208027,3.86555,0.191919
-6.77712,-0.46763,0.0209675,3.94958,0.191919
-6.59054,-0.461352,0.0211157,4.03361,0.191919
-6.40656,-0.455127,0.0212478,4.11765,0.191919
-6.22519,-0.448951,0.0213644,4.20168,0.191919
-6.04643,-0.44282,0.0214657,4.28571,0.191919
-5.87027,-0.43673,0.0215523,4.36975,0.191919
-5.69671,-0.430678,0.0216245,4.45378,0.191919
-5.52576,-0.424659,0.0216827,4.53782,0.191919
-5.35742,-0.418671,0.0217274,4.62185,0.191919
-5.19168,-0.412708,0.0217588,4.70588,0.191919
-5.02855,-0.406769,0.0217775,4.78992,0.191919
-4.86802,-0.40085,0.0217837,4.87395,0.191919
-4.7101,-0.394947,0.0217778,4.95798,0.191919
-4.55478,-0.389057,0.0217603,5.04202,0.191919
-4.40208,-0.383178,0.0217314,5.12605,0.191919
-4.25197,-0.377307,0.0216914,5.21008,0.191919
-4.10448,-0.37144,0.0216408,5.29412,0.191919
-3.95959,-0.365576,0.0215798,5.37815,0.191919
-3.8173,-0.359711,0.0215088,5.46218,0.191919
-3.67763,-0.353843,0.0214281,5.54622,0.191919
-3.54055,-0.347969,0.021338,5.63025,0.191919
-3.40609,-0.342088,0.0212388,5.71429,0.191919
-3.27423,-0.336197,0.0211308,5.79832,0.191919
-3.14498,-0.330293,0.0210143,5.88235,0.191919
-3.01834,-0.324376,0.0208897,5.96639,0.191919
-2.8943,-0.318442,0.0207571,6.05042,0.191919
-2.77287,-0.31249,0.0206169,6.13445,0.191919
-2.65405,-0.306518,0.0204693,6.21849,0.191919
-2.53784,-0.300524,0.0203147,6.30252,0.191919
-2.42423,-0.294507,0.0201532,6.38655,0.191919
-2.31323,-0.288465,0.0199851,6.47059,0.191919
-2.20484,-0.282396,0.0198108,6.55462,0.191919
-2.09905,-0.2763,0.0196303,6.63866,0.191919
-1.99588,-0.270174,0.019444,6.72269,0.191919
-1.89531,-0.264017,0.0192522,6.80672,0.191919
-1.79734,-0.257829,0.0190549,6.89076,0.191919
-1.70199,-0.251607,0.0188526,6.97479,0.191919
-1.60924,-0.245351,0.0186453,7.05882,0.191919
-1.51911,-0.23906,0.0184333,7.14286,0.191919
-1.43158,-0.232732,0.0182169,7.22689,0.191919
-1.34665,-0.226367,0.0179961,7.31092,0.191919
-1.26434,-0.219964,0.0177713,7.39496,0.191919
-1.18464,-0.213522,0.0175425,7.47899,0.191919
-1.10754,-0.20704,0.0173101,7.56303,0.191919
-1.03305,-0.200518,0.0170742,7.64706,0.191919
-0.961168,-0.193954,0.0168349,7.73109,0.191919
-0.891897,-0.187349,0.0165924,7.81513,0.191919
-0.825233,-0.180701,0.0163469,7.89916,0.191919
-0.761178,-0.17401,0.0160986,7.98319,0.191919
-0.699732,-0.167275,0.0158477,8.06723,0.191919
-0.640895,-0.160497,0.0155941,8.15126,0.191919
-0.584666,-0.153674,0.0153382,8.23529,0.191919
-0.531046,-0.146807,0.0150801,8.31933,0.191919
-0.480035,-0.139894,0.0148198,8.40336,0.191919
-0.431633,-0.132936,0.0145576,8.48739,0.191919
-0.38584,-0.125932,0.0142935,8.57143,0.191919
-0.342656,-0.118882,0.0140276,8.65546,0.191919
-0.302081,-0.111786,0.0137599,8.7395,0.191919
-0.264115,-0.104643,0.01349,8.82353,0.191919
-0.228759,-0.0974524,0.0132174,8.90756,0.191919
-0.196012,-0.0902131,0.0129405,8.9916,0.191919
-0.165873,-0.0829226,0.0126563,9.07563,0.191919
-0.138339,-0.0755764,0.0123593,9.15966,0.191919
-0.113406,-0.0681668,0.0120401,9.2437,0.191919
-0.0910627,-0.0606806,0.0116832,9.32773,0.191919
-0.071287,-0.0530979,0.0112664,9.41176,0.191919
-0.0540381,-0.0453913,0.0107623,9.4958,0.191919
-0.0392447,-0.0375309,0.0101512,9.57983,0.191919
-0.0267911,-0.0295043,0.00946041,9.66387,0.191919
-0.0165161,-0.0213648,0.00886989,9.7479,0.191919
-0.00827185,-0.0133228,0.00896916,9.83193,0.191919
-0.00217839,-0.00584327,0.0113184,9.91597,0.191919
0.000542024,0.000461713,0.0195664,10,0.191919
-15.9649,-0.4709,-6.81225,0,0.20202
-17.2002,-1.53396,-3.5537,0.0840336,0.20202
-17.6309,-1.36099,-1.35705,0.168067,0.20202
-17.3959,-1.042,-0.386471,0.252101,0.20202
-16.986,-0.880812,-0.044428,0.336134,0.20202
-16.5837,-0.827573,0.0513864,0.420168,0.20202
-16.2203,-0.818476,0.0617683,0.504202,0.20202
-15.8902,-0.821078,0.0479885,0.588235,0.20202
-15.5829,-0.823001,0.031664,0.672269,0.20202
-15.2904,-0.821014,0.0190926,0.756303,0.20202
-15.0073,-0.81529,0.0110189,0.840336,0.20202
-14.7304,-0.806901,0.00651155,0.92437,0.20202
-14.4579,-0.796898,0.00441041,1.0084,0.20202
-14.1889,-0.786052,0.00377982,1.09244,0.20202
-13.9227,-0.774862,0.00397924,1.17647,0.20202
-13.6592,-0.763623,0.00461045,1.2605,0.20202
-13.3983,-0.752491,0.0054429,1.34454,0.20202
-13.1399,-0.741548,0.00635113,1.42857,0.20202
-12.8841,-0.730825,0.00727104,1.51261,0.20202
-12.6307,-0.720332,0.00817228,1.59664,0.20202
-12.3798,-0.710069,0.00904198,1.68067,0.20202
-12.1315,-0.700029,0.00987578,1.76471,0.20202
-11.8856,-0.690202,0.0106731,1.84874,0.20202
-11.6423,-0.680581,0.0114349,1.93277,0.20202
-11.4015,-0.671157,0.0121626,2.01681,0.20202
-11.1631,-0.661922,0.0128575,2.10084,0.20202
-10.9273,-0.652867,0.0135209,2.18487,0.20202
-10.694,-0.643985,0.0141539,2.26891,0.20202
-10.4633,-0.63527,0.0147574,2.35294,0.20202
-10.235,-0.626714,0.0153324,2.43697,0.20202
-10.0092,-0.618311,0.0158796,2.52101,0.20202
-9.786,-0.610053,0.0163997,2.60504,0.20202
-9.56528,-0.601935,0.0168935,2.68908,0.20202
-9.34707,-0.593951,0.0173616,2.77311,0.20202
-9.13138,-0.586093,0.0178047,2.85714,0.20202
-8.9182,-0.578357,0.0182235,2.94118,0.20202
-8.70754,-0.570737,0.0186185,3.02521,0.20202
-8.49939,-0.563226,0.0189903,3.10924,0.20202
-8.29376,-0.55582,0.0193396,3.19328,0.20202
-8.09065,-0.548513,0.019667,3.27731,0.20202
-7.89005,-0.541299,0.0199729,3.36134,0.20202
-7.69197,-0.534174,0.020258,3.44538,0.20202
-7.49641,-0.527132,0.0205228,3.52941,0.20202
-7.30337,-0.520168,0.0207678,3.61345,0.20202
-7.11284,-0.513279,0.0209935,3.69748,0.20202
-6.92483,-0.506458,0.0212005,3.78151,0.20202
-6.73934,-0.499703,0.0213893,3.86555,0.20202
-6.55636,-0.493007,0.0215603,3.94958,0.20202
-6.37591,-0.486367,0.021714,4.03361,0.20202
-6.19797,-0.479779,0.0218508,4.11765,0.20202
-6.02255,-0.473239,0.0219714,4.20168,0.20202
-5.84965,-0.466742,0.022076,4.28571,0.20202
-5.67927,-0.460285,0.0221651,4.36975,0.20202
-5.51141,-0.453865,0.0222392,4.45378,0.20202
-5.34606,-0.447476,0.0222986,4.53782,0.20202
-5.18324,-0.441117,0.0223439,4.62185,0.20202
-5.02294,-0.434784,0.0223754,4.70588,0.20202
-4.86515,-0.428473,0.0223934,4.78992,0.20202
-4.70989,-0.422181,0.0223985,4.87395,0.20202
-4.55714,-0.415905,0.0223909,4.95798,0.20202
-4.40691,-0.409642,0.0223711,5.04202,0.20202
-4.25921,-0.40339,0.0223394,5.12605,0.20202
-4.11402,-0.397145,0.0222962,5.21008,0.20202
-3.97136,-0.390904,0.0222418,5.29412,0.20202
-3.83121,-0.384666,0.0221766,5.37815,0.20202
-3.69359,-0.378427,0.022101,5.46218,0.20202
-3.55848,-0.372185,0.0220152,5.54622,0.20202
-3.4259,-0.365938,0.0219197,5.63025,0.20202
-3.29584,-0.359684,0.0218146,5.71429,0.20202
-3.1683,-0.35342,0.0217004,5.79832,0.20202
-3.04328,-0.347144,0.0215774,5.88235,0.20202
-2.92078,-0.340854,0.0214458,5.96639,0.20202
-2.8008,-0.334549,0.021306,6.05042,0.20202
-2.68334,-0.328226,0.0211582,6.13445,0.20202
-2.5684,-0.321884,0.0210028,6.21849,0.20202
-2.45599,-0.315521,0.02084,6.30252,0.20202
-2.3461,-0.309136,0.0206701,6.38655,0.20202
-2.23872,-0.302726,0.0204934,6.47059,0.20202
-2.13387,-0.296291,0.0203101,6.55462,0.20202
-2.03155,-0.289829,0.0201206,6.63866,0.20202
-1.93174,-0.283338,0.019925,6.72269,0.20202
-1.83445,-0.276818,0.0197236,6.80672,0.20202
-1.73969,-0.270266,0.0195166,6.89076,0.20202
-1.64745,-0.263683,0.0193044,6.97479,0.20202
-1.55773,-0.257067,0.019087,7.05882,0.20202
-1.47054,-0.250416,0.0188648,7.14286,0.20202
-1.38586,-0.243731,0.018638,7.22689,0.20202
-1.30371,-0.237009,0.0184068,7.31092,0.20202
-1.22408,-0.230251,0.0181713,7.39496,0.20202
-1.14698,-0.223455,0.0179318,7.47899,0.20202
-1.07239,-0.21662,0.0176886,7.56303,0.20202
-1.00033,-0.209746,0.0174417,7.64706,0.20202
-0.930796,-0.202833,0.0171914,7.73109,0.20202
-0.863781,-0.195878,0.0169378,7.81513,0.20202
-0.799288,-0.188883,0.0166812,7.89916,0.20202
-0.737319,-0.181846,0.0164217,7.98319,0.20202
-0.677873,-0.174768,0.0161594,8.06723,0.20202
-0.620949,-0.167646,0.0158946,8.15126,0.20202
-0.566549,-0.160482,0.0156273,8.23529,0.20202
-0.514672,-0.153275,0.0153578,8.31933,0.20202
-0.465319,-0.146023,0.0150861,8.40336,0.20202
-0.418488,-0.138728,0.0148124,8.48739,0.20202
-0.374181,-0.131389,0.0145369,8.57143,0.20202
-0.332398,-0.124005,0.0142595,8.65546,0.20202
-0.293138,-0.116576,0.0139802,8.7395,0.20202
-0.256402,-0.109102,0.0136988,8.82353,0.20202
-0.22219,-0.101583,0.0134145,8.90756,0.20202
-0.1905,-0.0940156,0.0131258,8.9916,0.20202
-0.161333,-0.0863991,0.0128294,9.07563,0.20202
-0.134685,-0.078729,0.0125195,9.15966,0.20202
-0.110549,-0.070998,0.0121862,9.2437,0.20202
-0.0889137,-0.0631941,0.0118134,9.32773,0.20202
-0.0697529,-0.0552992,0.011378,9.41176,0.20202
-0.0530213,-0.0472888,0.0108521,9.4958,0.20202
-0.0386406,-0.0391381,0.0102167,9.57983,0.20202
-0.0264885,-0.0308401,0.00950377,9.66387,0.20202
-0.0164017,-0.0224512,0.00890639,9.7479,0.20202
-0.00824571,-0.0141689,0.00903902,9.83193,0.20202
-0.00217908,-0.00639708,0.0114903,9.91597,0.20202
0.000539484,0.000432489,0.0198832,10,0.20202
-15.3893,-0.302398,-6.56987,0,0.212121
-16.5574,-1.42599,-3.51146,0.0840336,0.212121
-17.0072,-1.35814,-1.39183,0.168067,0.212121
-16.8173,-1.08439,-0.413147,0.252101,0.212121
-16.4319,-0.930607,-0.0549665,0.336134,0.212121
-16.0407,-0.874396,0.0492433,0.420168,0.212121
-15.6839,-0.861189,0.062591,0.504202,0.212121
-15.3599,-0.860636,0.0493403,0.588235,0.212121
-15.0596,-0.860482,0.0327205,0.672269,0.212121
-14.7749,-0.857209,0.0197102,0.756303,0.212121
-14.5002,-0.850701,0.0112815,0.840336,0.212121
-14.232,-0.841822,0.00654445,0.92437,0.212121
-13.9685,-0.831486,0.00431845,1.0084,0.212121
-13.7084,-0.820389,0.00363504,1.09244,0.212121
-13.4513,-0.808984,0.00382589,1.17647,0.212121
-13.1968,-0.797541,0.00447341,1.2605,0.212121
-12.9447,-0.786208,0.00533489,1.34454,0.212121
-12.6952,-0.775057,0.00627783,1.42857,0.212121
-12.448,-0.76412,0.00723432,1.51261,0.212121
-12.2033,-0.753406,0.00817206,1.59664,0.212121
-11.961,-0.742914,0.00907727,1.68067,0.212121
-11.7211,-0.732637,0.00994525,1.76471,0.212121
-11.4836,-0.722566,0.0107753,1.84874,0.212121
-11.2485,-0.712694,0.0115684,1.93277,0.212121
-11.0159,-0.703013,0.0123259,2.01681,0.212121
-10.7857,-0.693513,0.0130494,2.10084,0.212121
-10.5579,-0.684189,0.01374,2.18487,0.212121
-10.3326,-0.675031,0.0143989,2.26891,0.212121
-10.1096,-0.666035,0.0150271,2.35294,0.212121
-9.88914,-0.657192,0.0156256,2.43697,0.212121
-9.67107,-0.648496,0.0161951,2.52101,0.212121
-9.45543,-0.639942,0.0167364,2.60504,0.212121
-9.24221,-0.631522,0.0172503,2.68908,0.212121
-9.03142,-0.623232,0.0177374,2.77311,0.212121
-8.82307,-0.615064,0.0181985,2.85714,0.212121
-8.61714,-0.607014,0.0186341,2.94118,0.212121
-8.41363,-0.599075,0.0190449,3.02521,0.212121
-8.21256,-0.591243,0.0194316,3.10924,0.212121
-8.01392,-0.583511,0.0197948,3.19328,0.212121
-7.81771,-0.575875,0.020135,3.27731,0.212121
-7.62393,-0.56833,0.020453,3.36134,0.212121
-7.43258,-0.56087,0.0207491,3.44538,0.212121
-7.24366,-0.55349,0.021024,3.52941,0.212121
-7.05717,-0.546187,0.0212783,3.61345,0.212121
-6.87311,-0.538955,0.0215125,3.69748,0.212121
-6.69148,-0.531789,0.0217272,3.78151,0.212121
-6.51228,-0.524687,0.0219228,3.86555,0.212121
-6.33552,-0.517642,0.0220998,3.94958,0.212121
-6.16119,-0.510651,0.0222588,4.03361,0.212121
-5.98929,-0.503711,0.0224002,4.11765,0.212121
-5.81982,-0.496816,0.0225246,4.20168,0.212121
-5.65278,-0.489964,0.0226323,4.28571,0.212121
-5.48818,-0.48315,0.0227239,4.36975,0.212121
-5.32601,-0.476372,0.0227998,4.45378,0.212121
-5.16628,-0.469625,0.0228605,4.53782,0.212121
-5.00897,-0.462906,0.0229063,4.62185,0.212121
-4.8541,-0.456212,0.0229377,4.70588,0.212121
-4.70166,-0.449539,0.0229552,4.78992,0.212121
-4.55166,-0.442885,0.0229591,4.87395,0.212121
-4.40409,-0.436247,0.0229499,4.95798,0.212121
-4.25895,-0.429621,0.0229279,5.04202,0.212121
-4.11625,-0.423005,0.0228935,5.12605,0.212121
-3.97598,-0.416397,0.0228471,5.21008,0.212121
-3.83815,-0.409793,0.0227891,5.29412,0.212121
-3.70275,-0.403191,0.0227198,5.37815,0.212121
-3.56978,-0.396588,0.0226397,5.46218,0.212121
-3.43925,-0.389983,0.022549,5.54622,0.212121
-3.31116,-0.383373,0.0224481,5.63025,0.212121
-3.1855,-0.376756,0.0223374,5.71429,0.212121
-3.06227,-0.370129,0.0222172,5.79832,0.212121
-2.94148,-0.363491,0.0220877,5.88235,0.212121
-2.82312,-0.35684,0.0219494,5.96639,0.212121
-2.7072,-0.350174,0.0218026,6.05042,0.212121
-2.59372,-0.343491,0.0216475,6.13445,0.212121
-2.48267,-0.336789,0.0214844,6.21849,0.212121
-2.37405,-0.330067,0.0213138,6.30252,0.212121
-2.26787,-0.323324,0.0211357,6.38655,0.212121
-2.16413,-0.316557,0.0209506,6.47059,0.212121
-2.06282,-0.309765,0.0207587,6.55462,0.212121
-1.96395,-0.302948,0.0205603,6.63866,0.212121
-1.86752,-0.296102,0.0203557,6.72269,0.212121
-1.77352,-0.289229,0.020145,6.80672,0.212121
-1.68195,-0.282325,0.0199287,6.89076,0.212121
-1.59283,-0.275391,0.0197068,6.97479,0.212121
-1.50614,-0.268425,0.0194797,7.05882,0.212121
-1.42188,-0.261425,0.0192476,7.14286,0.212121
-1.34007,-0.254392,0.0190108,7.22689,0.212121
-1.26069,-0.247324,0.0187693,7.31092,0.212121
-1.18374,-0.240221,0.0185236,7.39496,0.212121
-1.10924,-0.233081,0.0182738,7.47899,0.212121
-1.03717,-0.225904,0.01802,7.56303,0.212121
-0.967536,-0.218689,0.0177625,7.64706,0.212121
-0.900341,-0.211435,0.0175015,7.73109,0.212121
-0.835582,-0.204143,0.0172372,7.81513,0.212121
-0.773262,-0.19681,0.0169698,7.89916,0.212121
-0.713378,-0.189438,0.0166994,7.98319,0.212121
-0.655932,-0.182025,0.0164262,8.06723,0.212121
-0.600923,-0.174571,0.0161504,8.15126,0.212121
-0.548352,-0.167076,0.0158721,8.23529,0.212121
-0.498218,-0.159539,0.0155916,8.31933,0.212121
-0.450522,-0.151959,0.0153088,8.40336,0.212121
-0.405264,-0.144338,0.0150241,8.48739,0.212121
-0.362444,-0.136673,0.0147374,8.57143,0.212121
-0.322061,-0.128965,0.0144489,8.65546,0.212121
-0.284117,-0.121215,0.0141585,8.7395,0.212121
-0.248611,-0.11342,0.0138659,8.82353,0.212121
-0.215542,-0.105581,0.0135704,8.90756,0.212121
-0.184911,-0.0976968,0.0132702,8.9916,0.212121
-0.156716,-0.0897647,0.012962,9.07563,0.212121
-0.130954,-0.0817811,0.0126397,9.15966,0.212121
-0.107616,-0.0737394,0.0122929,9.2437,0.212121
-0.0866892,-0.0656287,0.011905,9.32773,0.212121
-0.0681447,-0.0574329,0.011452,9.41176,0.212121
-0.0519325,-0.0491309,0.0109057,9.4958,0.212121
-0.0379688,-0.0407025,0.0102482,9.57983,0.212121
-0.0261257,-0.0321464,0.00951608,9.66387,0.212121
-0.0162397,-0.0235208,0.00891433,9.7479,0.212121
-0.00819034,-0.0150078,0.00907886,9.83193,0.212121
-0.00217138,-0.00694741,0.0116179,9.91597,0.212121
0.000534648,0.000403185,0.0201105,10,0.212121
-14.8192,-0.145255,-6.32911,0,0.222222
-15.9229,-1.32136,-3.45722,0.0840336,0.222222
-16.3843,-1.35028,-1.41737,0.168067,0.222222
-16.2351,-1.12271,-0.437133,0.252101,0.222222
-15.8745,-0.978421,-0.0653946,0.336134,0.222222
-15.4955,-0.920188,0.0466404,0.420168,0.222222
-15.1462,-0.903115,0.0629684,0.504202,0.222222
-14.829,-0.899382,0.0503725,0.588235,0.222222
-14.536,-0.897061,0.03357,0.672269,0.222222
-14.2592,-0.89242,0.0201984,0.756303,0.222222
-13.9929,-0.885073,0.0114623,0.840336,0.222222
-13.7335,-0.875672,0.00652283,0.92437,0.222222
-13.479,-0.864991,0.0041862,1.0084,0.222222
-13.2279,-0.85364,0.00345671,1.09244,0.222222
-12.9798,-0.842023,0.00364164,1.17647,0.222222
-12.7342,-0.830384,0.00430597,1.2605,0.222222
-12.4911,-0.818858,0.00519595,1.34454,0.222222
-12.2503,-0.80751,0.00617262,1.42857,0.222222
-12.0119,-0.79637,0.00716453,1.51261,0.222222
-11.7758,-0.785445,0.00813757,1.59664,0.222222
-11.542,-0.774734,0.00907713,1.68067,0.222222
-11.3106,-0.764231,0.00997816,1.76471,0.222222
-11.0815,-0.753927,0.0108399,1.84874,0.222222
-10.8547,-0.743814,0.0116632,1.93277,0.222222
-10.6303,-0.733886,0.0124496,2.01681,0.222222
-10.4082,-0.724133,0.0132006,2.10084,0.222222
-10.1884,-0.714549,0.0139175,2.18487,0.222222
-9.97102,-0.705126,0.0146016,2.26891,0.222222
-9.75594,-0.695858,0.0152537,2.35294,0.222222
-9.54321,-0.686739,0.0158749,2.43697,0.222222
-9.33282,-0.677762,0.0164661,2.52101,0.222222
-9.12477,-0.668922,0.0170279,2.60504,0.222222
-8.91906,-0.660211,0.0175612,2.68908,0.222222
-8.71569,-0.651625,0.0180667,2.77311,0.222222
-8.51467,-0.643158,0.018545,2.85714,0.222222
-8.31599,-0.634804,0.018997,2.94118,0.222222
-8.11964,-0.626557,0.0194231,3.02521,0.222222
-7.92565,-0.618413,0.0198242,3.10924,0.222222
-7.73399,-0.610367,0.0202008,3.19328,0.222222
-7.54468,-0.602412,0.0205535,3.27731,0.222222
-7.35771,-0.594546,0.020883,3.36134,0.222222
-7.17309,-0.586761,0.0211898,3.44538,0.222222
-6.99081,-0.579055,0.0214746,3.52941,0.222222
-6.81088,-0.571422,0.0217379,3.61345,0.222222
-6.63329,-0.563857,0.0219802,3.69748,0.222222
-6.45804,-0.556358,0.0222022,3.78151,0.222222
-6.28514,-0.548918,0.0224044,3.86555,0.222222
-6.11459,-0.541535,0.0225873,3.94958,0.222222
-5.94638,-0.534204,0.0227514,4.03361,0.222222
-5.78052,-0.526922,0.0228972,4.11765,0.222222
-5.617,-0.519684,0.0230252,4.20168,0.222222
-5.45583,-0.512486,0.023136,4.28571,0.222222
-5.29701,-0.505326,0.02323,4.36975,0.222222
-5.14053,-0.4982,0.0233076,4.45378,0.222222
-4.9864,-0.491104,0.0233694,4.53782,0.222222
-4.83461,-0.484036,0.0234158,4.62185,0.222222
-4.68518,-0.476991,0.0234472,4.70588,0.222222
-4.53809,-0.469968,0.0234641,4.78992,0.222222
-4.39334,-0.462962,0.0234669,4.87395,0.222222
-4.25095,-0.455972,0.023456,4.95798,0.222222
-4.1109,-0.448993,0.0234318,5.04202,0.222222
-3.9732,-0.442025,0.0233948,5.12605,0.222222
-3.83785,-0.435063,0.0233454,5.21008,0.222222
-3.70485,-0.428106,0.0232838,5.29412,0.222222
-3.5742,-0.42115,0.0232106,5.37815,0.222222
-3.44589,-0.414195,0.0231261,5.46218,0.222222
-3.31993,-0.407237,0.0230306,5.54622,0.222222
-3.19633,-0.400274,0.0229246,5.63025,0.222222
-3.07507,-0.393304,0.0228084,5.71429,0.222222
-2.95616,-0.386325,0.0226823,5.79832,0.222222
-2.83959,-0.379336,0.0225466,5.88235,0.222222
-2.72538,-0.372333,0.0224018,5.96639,0.222222
-2.61352,-0.365317,0.0222481,6.05042,0.222222
-2.50401,-0.358284,0.0220859,6.13445,0.222222
-2.39684,-0.351233,0.0219155,6.21849,0.222222
-2.29203,-0.344162,0.0217372,6.30252,0.222222
-2.18956,-0.337071,0.0215513,6.38655,0.222222
-2.08945,-0.329957,0.021358,6.47059,0.222222
-1.99169,-0.322819,0.0211578,6.55462,0.222222
-1.89627,-0.315657,0.0209508,6.63866,0.222222
-1.80321,-0.308468,0.0207374,6.72269,0.222222
-1.71249,-0.301251,0.0205178,6.80672,0.222222
-1.62413,-0.294005,0.0202923,6.89076,0.222222
-1.53812,-0.28673,0.0200612,6.97479,0.222222
-1.45446,-0.279424,0.0198247,7.05882,0.222222
-1.37315,-0.272086,0.019583,7.14286,0.222222
-1.29419,-0.264716,0.0193364,7.22689,0.222222
-1.21758,-0.257312,0.0190851,7.31092,0.222222
-1.14332,-0.249873,0.0188294,7.39496,0.222222
-1.07142,-0.2424,0.0185695,7.47899,0.222222
-1.00186,-0.234891,0.0183056,7.56303,0.222222
-0.934657,-0.227345,0.0180379,7.64706,0.222222
-0.869805,-0.219762,0.0177666,7.73109,0.222222
-0.807304,-0.212141,0.0174919,7.81513,0.222222
-0.747155,-0.204483,0.017214,7.89916,0.222222
-0.689358,-0.196785,0.0169331,7.98319,0.222222
-0.633912,-0.189048,0.0166493,8.06723,0.222222
-0.580818,-0.181272,0.0163629,8.15126,0.222222
-0.530076,-0.173456,0.016074,8.23529,0.222222
-0.481686,-0.165599,0.0157827,8.31933,0.222222
-0.435648,-0.157702,0.0154893,8.40336,0.222222
-0.391963,-0.149764,0.0151938,8.48739,0.222222
-0.350629,-0.141784,0.0148964,8.57143,0.222222
-0.311648,-0.133763,0.0145972,8.65546,0.222222
-0.27502,-0.125701,0.014296,8.7395,0.222222
-0.240743,-0.117596,0.0139926,8.82353,0.222222
-0.20882,-0.109448,0.0136862,8.90756,0.222222
-0.179247,-0.101257,0.0133749,8.9916,0.222222
-0.152025,-0.0930193,0.0130553,9.07563,0.222222
-0.127148,-0.0847327,0.0127211,9.15966,0.222222
-0.10461,-0.0763908,0.0123615,9.2437,0.222222
-0.084392,-0.0679842,0.0119592,9.32773,0.222222
