x,y,ux,uy
5.5,0.6,0.00129463,-0.0573457
5.6,0.6,0.00129169,-0.0590136
5.7,0.6,0.00128809,-0.0606917
5.8,0.6,0.00128385,-0.0623795
5.9,0.6,0.00127899,-0.0640767
6,0.6,0.00127354,-0.0657827
6.1,0.6,0.0012675,-0.0674972
6.2,0.6,0.0012609,-0.0692196
6.3,0.6,0.00125375,-0.0709496
6.4,0.6,0.00124607,-0.0726867
6.5,0.6,0.00123787,-0.0744306
6.6,0.6,0.00122918,-0.0761809
6.7,0.6,0.00122001,-0.0779372
6.8,0.6,0.00121038,-0.0796991
6.9,0.6,0.00120031,-0.0814662
7,0.6,0.00118981,-0.0832383
7.1,0.6,0.0011789,-0.085015
7.2,0.6,0.00116759,-0.0867959
7.3,0.6,0.00115591,-0.0885808
7.4,0.6,0.00114386,-0.0903694
7.5,0.6,0.00113147,-0.0921613
7.6,0.6,0.00111874,-0.0939564
7.7,0.6,0.00110571,-0.0957542
7.8,0.6,0.00109237,-0.0975547
7.9,0.6,0.00107875,-0.0993574
8,0.6,0.00106486,-0.101162
8.1,0.6,0.00105071,-0.102969
8.2,0.6,0.00103633,-0.104777
8.3,0.6,0.00102172,-0.106587
8.4,0.6,0.00100691,-0.108398
8.5,0.6,0.000991893,-0.11021
8.6,0.6,0.000976698,-0.112024
8.7,0.6,0.000961334,-0.113837
8.8,0.6,0.000945816,-0.115652
8.9,0.6,0.000930156,-0.117467
9,0.6,0.000914369,-0.119282
9.1,0.6,0.000898466,-0.121097
9.2,0.6,0.00088246,-0.122913
9.3,0.6,0.000866365,-0.124729
9.4,0.6,0.00085019,-0.126544
9.5,0.6,0.000833948,-0.12836
9.6,0.6,0.000817648,-0.130175
9.7,0.6,0.000801299,-0.13199
9.8,0.6,0.00078491,-0.133805
9.9,0.6,0.000768494,-0.13562
10,0.6,0.000752073,-0.137434
0,0.7,0,0
0.1,0.7,8.63E-05,-2.40E-05
0.2,0.7,0.000185253,-0.000122917
0.3,0.7,0.000289388,-0.000280585
0.4,0.7,0.000393377,-0.00049033
0.5,0.7,0.000495001,-0.00074981
0.6,0.7,0.000593761,-0.00105791
0.7,0.7,0.000689747,-0.00141373
0.8,0.7,0.000783156,-0.00181637
0.9,0.7,0.000874151,-0.00226488
1,0.7,0.000962836,-0.0027583
1.1,0.7,0.00104927,-0.00329565
1.2,0.7,0.0011335,-0.00387596
1.3,0.7,0.00121553,-0.00449827
1.4,0.7,0.00129539,-0.00516162
1.5,0.7,0.00137309,-0.00586506
1.6,0.7,0.00144864,-0.00660766
1.7,0.7,0.00152207,-0.00738849
1.8,0.7,0.00159337,-0.00820664
1.9,0.7,0.00166258,-0.00906121
2,0.7,0.0017297,-0.0099513
2.1,0.7,0.00179476,-0.010876
2.2,0.7,0.00185776,-0.0118345
2.3,0.7,0.00191874,-0.012826
2.4,0.7,0.00197771,-0.0138495
2.5,0.7,0.00203469,-0.0149042
2.6,0.7,0.0020897,-0.0159893
2.7,0.7,0.00214276,-0.017104
2.8,0.7,0.00219391,-0.0182475
2.9,0.7,0.00224315,-0.019419
3,0.7,0.00229051,-0.0206177
3.1,0.7,0.00233602,-0.0218428
3.2,0.7,0.0023797,-0.0230936
3.3,0.7,0.00242158,-0.0243694
3.4,0.7,0.00246168,-0.0256693
3.5,0.7,0.00250002,-0.0269927
3.6,0.7,0.00253664,-0.0283389
3.7,0.7,0.00257156,-0.0297071
3.8,0.7,0.00260481,-0.0310967
3.9,0.7,0.00263641,-0.0325069
4,0.7,0.00266638,-0.0339371
4.1,0.7,0.00269477,-0.0353867
4.2,0.7,0.00272159,-0.0368549
4.3,0.7,0.00274688,-0.0383412
4.4,0.7,0.00277066,-0.0398449
4.5,0.7,0.00279296,-0.0413654
4.6,0.7,0.0028138,-0.0429021
4.7,0.7,0.00283323,-0.0444544
4.8,0.7,0.00285126,-0.0460217
4.9,0.7,0.00286792,-0.0476035
5,0.7,0.00288325,-0.0491991
5.1,0.7,0.00289727,-0.0508081
5.2,0.7,0.00291,-0.0524298
5.3,0.7,0.00292149,-0.0540638
5.4,0.7,0.00293176,-0.0557096
5.5,0.7,0.00294084,-0.0573665
5.6,0.7,0.00294875,-0.0590342
5.7,0.7,0.00295552,-0.0607122
5.8,0.7,0.0029612,-0.0623999
5.9,0.7,0.00296579,-0.064097
6,0.7,0.00296934,-0.0658029
6.1,0.7,0.00297186,-0.0675172
6.2,0.7,0.0029734,-0.0692395
6.3,0.7,0.00297397,-0.0709693
6.4,0.7,0.00297361,-0.0727063
6.5,0.7,0.00297234,-0.0744501
6.6,0.7,0.0029702,-0.0762002
6.7,0.7,0.0029672,-0.0779564
6.8,0.7,0.00296338,-0.0797181
6.9,0.7,0.00295877,-0.0814852
7,0.7,0.0029534,-0.0832571
7.1,0.7,0.00294728,-0.0850337
7.2,0.7,0.00294046,-0.0868145
7.3,0.7,0.00293295,-0.0885993
7.4,0.7,0.00292478,-0.0903877
7.5,0.7,0.00291598,-0.0921796
7.6,0.7,0.00290658,-0.0939745
7.7,0.7,0.00289661,-0.0957722
7.8,0.7,0.00288608,-0.0975726
7.9,0.7,0.00287503,-0.0993752
8,0.7,0.00286348,-0.10118
8.1,0.7,0.00285145,-0.102987
8.2,0.7,0.00283899,-0.104795
8.3,0.7,0.0028261,-0.106605
8.4,0.7,0.00281281,-0.108416
8.5,0.7,0.00279915,-0.110228
8.6,0.7,0.00278515,-0.112041
8.7,0.7,0.00277083,-0.113854
8.8,0.7,0.00275621,-0.115669
8.9,0.7,0.00274132,-0.117484
9,0.7,0.00272617,-0.119299
9.1,0.7,0.00271081,-0.121114
9.2,0.7,0.00269524,-0.12293
9.3,0.7,0.0026795,-0.124745
9.4,0.7,0.0026636,-0.126561
9.5,0.7,0.00264756,-0.128376
9.6,0.7,0.00263142,-0.130192
9.7,0.7,0.00261517,-0.132007
9.8,0.7,0.00259885,-0.133822
9.9,0.7,0.00258247,-0.135636
10,0.7,0.00256607,-0.13745
0,0.8,0,0
0.1,0.8,0.000133871,-5.44E-05
0.2,0.8,0.000287279,-0.000171519
0.3,0.8,0.000444804,-0.000335413
0.4,0.8,0.000599759,-0.000545944
0.5,0.8,0.000750753,-0.000804451
0.6,0.8,0.00089782,-0.00111122
0.7,0.8,0.00104121,-0.00146577
0.8,0.8,0.00118113,-0.00186728
0.9,0.8,0.00131771,-0.00231478
1,0.8,0.00145104,-0.00280727
1.1,0.8,0.00158116,-0.00334376
1.2,0.8,0.00170811,-0.00392325
1.3,0.8,0.00183192,-0.00454477
1.4,0.8,0.00195261,-0.00520736
1.5,0.8,0.0020702,-0.00591006
1.6,0.8,0.00218472,-0.00665195
1.7,0.8,0.00229619,-0.00743208
1.8,0.8,0.00240464,-0.00824956
1.9,0.8,0.00251009,-0.00910346
2,0.8,0.00261257,-0.00999291
2.1,0.8,0.00271212,-0.010917
2.2,0.8,0.00280875,-0.0118749
2.3,0.8,0.00290251,-0.0128657
2.4,0.8,0.00299342,-0.0138887
2.5,0.8,0.0030815,-0.0149428
2.6,0.8,0.0031668,-0.0160274
2.7,0.8,0.00324935,-0.0171415
2.8,0.8,0.00332918,-0.0182845
2.9,0.8,0.00340632,-0.0194555
3,0.8,0.00348081,-0.0206537
3.1,0.8,0.00355268,-0.0218783
3.2,0.8,0.00362197,-0.0231286
3.3,0.8,0.00368871,-0.0244039
3.4,0.8,0.00375295,-0.0257034
3.5,0.8,0.00381471,-0.0270263
3.6,0.8,0.00387403,-0.028372
3.7,0.8,0.00393096,-0.0297398
3.8,0.8,0.00398552,-0.0311289
3.9,0.8,0.00403776,-0.0325387
4,0.8,0.00408772,-0.0339685
4.1,0.8,0.00413543,-0.0354176
4.2,0.8,0.00418093,-0.0368854
4.3,0.8,0.00422426,-0.0383713
4.4,0.8,0.00426546,-0.0398746
4.5,0.8,0.00430457,-0.0413947
4.6,0.8,0.00434163,-0.042931
4.7,0.8,0.00437668,-0.0444829
4.8,0.8,0.00440975,-0.0460499
4.9,0.8,0.00444089,-0.0476312
5,0.8,0.00447013,-0.0492265
5.1,0.8,0.00449752,-0.0508351
5.2,0.8,0.0045231,-0.0524565
5.3,0.8,0.0045469,-0.0540901
5.4,0.8,0.00456897,-0.0557355
5.5,0.8,0.00458935,-0.0573921
5.6,0.8,0.00460807,-0.0590595
5.7,0.8,0.00462517,-0.0607371
5.8,0.8,0.0046407,-0.0624245
5.9,0.8,0.00465469,-0.0641212
6,0.8,0.00466719,-0.0658268
6.1,0.8,0.00467823,-0.0675408
6.2,0.8,0.00468785,-0.0692628
6.3,0.8,0.0046961,-0.0709923
6.4,0.8,0.004703,-0.072729
6.5,0.8,0.00470861,-0.0744725
6.6,0.8,0.00471296,-0.0762223
6.7,0.8,0.00471609,-0.0779782
6.8,0.8,0.00471804,-0.0797397
6.9,0.8,0.00471884,-0.0815064
7,0.8,0.00471854,-0.0832781
7.1,0.8,0.00471717,-0.0850544
7.2,0.8,0.00471477,-0.086835
7.3,0.8,0.00471139,-0.0886195
7.4,0.8,0.00470705,-0.0904077
7.5,0.8,0.0047018,-0.0921993
7.6,0.8,0.00469567,-0.093994
7.7,0.8,0.0046887,-0.0957915
7.8,0.8,0.00468093,-0.0975916
7.9,0.8,0.0046724,-0.0993941
8,0.8,0.00466314,-0.101199
8.1,0.8,0.00465319,-0.103005
8.2,0.8,0.00464258,-0.104813
8.3,0.8,0.00463136,-0.106623
8.4,0.8,0.00461955,-0.108434
8.5,0.8,0.0046072,-0.110245
8.6,0.8,0.00459434,-0.112058
8.7,0.8,0.004581,-0.113872
8.8,0.8,0.00456723,-0.115686
8.9,0.8,0.00455305,-0.117501
9,0.8,0.0045385,-0.119316
9.1,0.8,0.00452362,-0.121131
9.2,0.8,0.00450845,-0.122947
9.3,0.8,0.004493,-0.124762
9.4,0.8,0.00447733,-0.126578
9.5,0.8,0.00446145,-0.128393
9.6,0.8,0.00444541,-0.130208
9.7,0.8,0.00442923,-0.132023
9.8,0.8,0.00441295,-0.133838
9.9,0.8,0.00439658,-0.135653
10,0.8,0.00438019,-0.137467
0,0.9,0,0
0.1,0.9,0.000193326,-0.000110603
0.2,0.9,0.000405524,-0.000246112
0.3,0.9,0.000613721,-0.000412965
0.4,0.9,0.000816757,-0.000622641
0.5,0.9,0.00101539,-0.000879556
0.6,0.9,0.00120987,-0.00118469
0.7,0.9,0.00140021,-0.0015377
0.8,0.9,0.0015864,-0.00193777
0.9,0.9,0.00176843,-0.00238391
1,0.9,0.00194629,-0.0028751
1.1,0.9,0.00212001,-0.00341033
1.2,0.9,0.00228961,-0.0039886
1.3,0.9,0.0024551,-0.00460893
1.4,0.9,0.00261654,-0.00527036
1.5,0.9,0.00277393,-0.00597193
1.6,0.9,0.00292733,-0.00671271
1.7,0.9,0.00307677,-0.00749176
1.8,0.9,0.00322228,-0.00830818
1.9,0.9,0.0033639,-0.00916105
2,0.9,0.00350166,-0.0100495
2.1,0.9,0.00363562,-0.0109726
2.2,0.9,0.0037658,-0.0119295
2.3,0.9,0.00389225,-0.0129194
2.4,0.9,0.00401502,-0.0139414
2.5,0.9,0.00413413,-0.0149946
2.6,0.9,0.00424964,-0.0160783
2.7,0.9,0.00436159,-0.0171915
2.8,0.9,0.00447003,-0.0183336
2.9,0.9,0.00457499,-0.0195038
3,0.9,0.00467653,-0.0207011
3.1,0.9,0.00477468,-0.0219249
3.2,0.9,0.0048695,-0.0231745
3.3,0.9,0.00496103,-0.0244489
3.4,0.9,0.00504933,-0.0257476
3.5,0.9,0.00513443,-0.0270698
3.6,0.9,0.00521638,-0.0284147
3.7,0.9,0.00529523,-0.0297817
3.8,0.9,0.00537104,-0.0311701
3.9,0.9,0.00544385,-0.0325792
4,0.9,0.0055137,-0.0340083
4.1,0.9,0.00558066,-0.0354567
4.2,0.9,0.00564476,-0.0369238
4.3,0.9,0.00570606,-0.038409
4.4,0.9,0.00576461,-0.0399117
4.5,0.9,0.00582045,-0.0414311
4.6,0.9,0.00587364,-0.0429668
4.7,0.9,0.00592424,-0.044518
4.8,0.9,0.00597227,-0.0460843
4.9,0.9,0.00601781,-0.0476651
5,0.9,0.0060609,-0.0492598
5.1,0.9,0.00610159,-0.0508677
5.2,0.9,0.00613993,-0.0524885
5.3,0.9,0.00617597,-0.0541216
5.4,0.9,0.00620976,-0.0557664
5.5,0.9,0.00624136,-0.0574225
5.6,0.9,0.0062708,-0.0590893
5.7,0.9,0.00629816,-0.0607664
5.8,0.9,0.00632347,-0.0624532
5.9,0.9,0.00634678,-0.0641494
6,0.9,0.00636815,-0.0658545
6.1,0.9,0.00638763,-0.067568
6.2,0.9,0.00640527,-0.0692895
6.3,0.9,0.00642111,-0.0710185
6.4,0.9,0.00643521,-0.0727548
6.5,0.9,0.00644762,-0.0744978
6.6,0.9,0.00645839,-0.0762472
6.7,0.9,0.00646756,-0.0780026
6.8,0.9,0.00647519,-0.0797636
6.9,0.9,0.00648133,-0.0815299
7,0.9,0.00648602,-0.0833012
7.1,0.9,0.00648933,-0.0850771
7.2,0.9,0.00649128,-0.0868573
7.3,0.9,0.00649194,-0.0886414
7.4,0.9,0.00649136,-0.0904293
7.5,0.9,0.00648957,-0.0922205
7.6,0.9,0.00648664,-0.0940149
7.7,0.9,0.0064826,-0.0958121
7.8,0.9,0.00647752,-0.0976119
7.9,0.9,0.00647142,-0.099414
8,0.9,0.00646437,-0.101218
8.1,0.9,0.00645641,-0.103024
8.2,0.9,0.00644759,-0.104832
8.3,0.9,0.00643796,-0.106642
8.4,0.9,0.00642755,-0.108452
8.5,0.9,0.00641643,-0.110264
8.6,0.9,0.00640463,-0.112076
8.7,0.9,0.0063922,-0.11389
8.8,0.9,0.0063792,-0.115704
8.9,0.9,0.00636566,-0.117518
9,0.9,0.00635163,-0.119333
9.1,0.9,0.00633715,-0.121149
9.2,0.9,0.00632228,-0.122964
9.3,0.9,0.00630706,-0.124779
9.4,0.9,0.00629153,-0.126595
9.5,0.9,0.00627574,-0.12841
9.6,0.9,0.00625973,-0.130225
9.7,0.9,0.00624355,-0.13204
9.8,0.9,0.00622725,-0.133855
9.9,0.9,0.00621087,-0.135669
10,0.9,0.00619445,-0.137484
0,1,0,0
0.1,1,0.000297241,-0.000204974
0.2,1,0.000546663,-0.000344835
0.3,1,0.000795558,-0.000510682
0.4,1,0.00104373,-0.000719066
0.5,1,0.00128937,-0.000974514
0.6,1,0.00153124,-0.00127805
0.7,1,0.00176861,-0.00162938
0.8,1,0.00200112,-0.00202774
0.9,1,0.00222857,-0.00247218
1,1,0.00245092,-0.00296169
1.1,1,0.00266815,-0.00349527
1.2,1,0.00288029,-0.00407192
1.3,1,0.00308737,-0.00469067
1.4,1,0.00328944,-0.00535054
1.5,1,0.00348654,-0.00605059
1.6,1,0.00367871,-0.00678987
1.7,1,0.003866,-0.00756746
1.8,1,0.00404846,-0.00838243
1.9,1,0.00422614,-0.00923389
2,1,0.00439908,-0.0101209
2.1,1,0.00456734,-0.0110427
2.2,1,0.00473097,-0.0119983
2.3,1,0.00489001,-0.0129868
2.4,1,0.00504452,-0.0140075
2.5,1,0.00519456,-0.0150595
2.6,1,0.00534018,-0.0161419
2.7,1,0.00548143,-0.017254
2.8,1,0.00561836,-0.0183949
2.9,1,0.00575104,-0.0195638
3,1,0.00587952,-0.02076
3.1,1,0.00600385,-0.0219827
3.2,1,0.0061241,-0.0232311
3.3,1,0.00624032,-0.0245044
3.4,1,0.00635256,-0.025802
3.5,1,0.00646089,-0.0271231
3.6,1,0.00656537,-0.028467
3.7,1,0.00666605,-0.029833
3.8,1,0.006763,-0.0312203
3.9,1,0.00685627,-0.0326284
4,1,0.00694592,-0.0340565
4.1,1,0.00703202,-0.0355039
4.2,1,0.00711462,-0.0369701
4.3,1,0.00719378,-0.0384544
4.4,1,0.00726957,-0.0399561
4.5,1,0.00734205,-0.0414746
4.6,1,0.00741127,-0.0430093
4.7,1,0.00747731,-0.0445597
4.8,1,0.00754021,-0.0461251
4.9,1,0.00760004,-0.047705
5,1,0.00765687,-0.0492989
5.1,1,0.00771075,-0.050906
5.2,1,0.00776175,-0.052526
5.3,1,0.00780992,-0.0541583
5.4,1,0.00785534,-0.0558023
5.5,1,0.00789805,-0.0574576
5.6,1,0.00793813,-0.0591236
5.7,1,0.00797563,-0.0607999
5.8,1,0.00801062,-0.0624861
5.9,1,0.00804315,-0.0641815
6,1,0.0080733,-0.0658859
6.1,1,0.00810111,-0.0675987
6.2,1,0.00812665,-0.0693195
6.3,1,0.00814999,-0.0710479
6.4,1,0.00817118,-0.0727835
6.5,1,0.00819028,-0.0745259
6.6,1,0.00820737,-0.0762747
6.7,1,0.00822248,-0.0780294
6.8,1,0.0082357,-0.0797899
6.9,1,0.00824707,-0.0815557
7,1,0.00825666,-0.0833264
7.1,1,0.00826452,-0.0851017
7.2,1,0.00827073,-0.0868814
7.3,1,0.00827533,-0.088665
7.4,1,0.00827839,-0.0904524
7.5,1,0.00827997,-0.0922431
7.6,1,0.00828013,-0.094037
7.7,1,0.00827892,-0.0958338
7.8,1,0.00827641,-0.0976331
7.9,1,0.00827266,-0.0994349
8,1,0.00826771,-0.101239
8.1,1,0.00826164,-0.103044
8.2,1,0.0082545,-0.104852
8.3,1,0.00824635,-0.106661
8.4,1,0.00823724,-0.108471
8.5,1,0.00822724,-0.110283
8.6,1,0.0082164,-0.112095
8.7,1,0.00820478,-0.113908
8.8,1,0.00819243,-0.115722
8.9,1,0.00817942,-0.117536
9,1,0.0081658,-0.119351
9.1,1,0.00815163,-0.121166
9.2,1,0.00813696,-0.122981
9.3,1,0.00812185,-0.124796
9.4,1,0.00810636,-0.126611
9.5,1,0.00809055,-0.128427
9.6,1,0.00807446,-0.130242
9.7,1,0.00805818,-0.132057
9.8,1,0.00804176,-0.133871
9.9,1,0.00802527,-0.135686
10,1,0.0080088,-0.1375
