x,y,sxx,sxy,syx,syy
7.6,0.8,1.03958,-0.251265,-0.251265,-0.00120842
7.7,0.8,0.95518,-0.240095,-0.240095,-0.0015565
7.8,0.8,0.874375,-0.228983,-0.228983,-0.00190746
7.9,0.8,0.797171,-0.217929,-0.217929,-0.00226095
8,0.8,0.723567,-0.206935,-0.206935,-0.00261662
8.1,0.8,0.653562,-0.196001,-0.196001,-0.00297415
8.2,0.8,0.587157,-0.185128,-0.185128,-0.00333321
8.3,0.8,0.524352,-0.174316,-0.174316,-0.00369352
8.4,0.8,0.465146,-0.163567,-0.163567,-0.00405482
8.5,0.8,0.409539,-0.152881,-0.152881,-0.00441684
8.6,0.8,0.357531,-0.142257,-0.142257,-0.00477931
8.7,0.8,0.309123,-0.131698,-0.131698,-0.00514188
8.8,0.8,0.264313,-0.121202,-0.121202,-0.00550395
8.9,0.8,0.223103,-0.110769,-0.110769,-0.00586429
9,0.8,0.185491,-0.100398,-0.100398,-0.00622032
9.1,0.8,0.151475,-0.0900839,-0.0900839,-0.00656661
9.2,0.8,0.121051,-0.0798188,-0.0798188,-0.00689237
9.3,0.8,0.0942041,-0.0695852,-0.0695852,-0.00717782
9.4,0.8,0.0709037,-0.0593527,-0.0593527,-0.00739034
9.5,0.8,0.0510838,-0.0490757,-0.0490757,-0.00748611
9.6,0.8,0.034616,-0.0387036,-0.0387036,-0.00743459
9.7,0.8,0.0212808,-0.0282334,-0.0282334,-0.00731771
9.8,0.8,0.0107977,-0.0178521,-0.0178521,-0.00764293
9.9,0.8,0.00313883,-0.0081722,-0.0081722,-0.0101965
10,0.8,-0.000417787,-0.000244322,-0.000244322,-0.0199532
0,0.9,22.7056,-3.09469,-3.09469,8.9939
0.1,0.9,24.0864,-2.19018,-2.19018,1.73429
0.2,0.9,23.3236,-0.693679,-0.693679,0.205454
0.3,0.9,22.5726,-0.40151,-0.40151,-0.0379802
0.4,0.9,22.0481,-0.417176,-0.417176,-0.0614438
0.5,0.9,21.5991,-0.476543,-0.476543,-0.0500614
0.6,0.9,21.1661,-0.5248,-0.5248,-0.036151
0.7,0.9,20.7336,-0.555818,-0.555818,-0.0258406
0.8,0.9,20.2997,-0.573772,-0.573772,-0.0192413
0.9,0.9,19.866,-0.58352,-0.58352,-0.0152363
1,0.9,19.4344,-0.588532,-0.588532,-0.0127869
1.1,0.9,19.0061,-0.590889,-0.590889,-0.0111903
1.2,0.9,18.5818,-0.591725,-0.591725,-0.0100347
1.3,0.9,18.1619,-0.591616,-0.591616,-0.00910132
1.4,0.9,17.7467,-0.590838,-0.590838,-0.00828212
1.5,0.9,17.3362,-0.589525,-0.589525,-0.0075275
1.6,0.9,16.9305,-0.58774,-0.58774,-0.00681613
1.7,0.9,16.5296,-0.58552,-0.58552,-0.00613949
1.8,0.9,16.1335,-0.582887,-0.582887,-0.0054944
1.9,0.9,15.7422,-0.579862,-0.579862,-0.00487968
2,0.9,15.3557,-0.576461,-0.576461,-0.00429481
2.1,0.9,14.974,-0.572702,-0.572702,-0.00373943
2.2,0.9,14.5971,-0.568602,-0.568602,-0.00321317
2.3,0.9,14.225,-0.564176,-0.564176,-0.00271559
2.4,0.9,13.8577,-0.559439,-0.559439,-0.00224626
2.5,0.9,13.4952,-0.554409,-0.554409,-0.00180467
2.6,0.9,13.1376,-0.549098,-0.549098,-0.00139032
2.7,0.9,12.7847,-0.543522,-0.543522,-0.00100266
2.8,0.9,12.4367,-0.537696,-0.537696,-0.000641151
2.9,0.9,12.0934,-0.531631,-0.531631,-0.000305214
3,0.9,11.755,-0.525343,-0.525343,5.73E-06
3.1,0.9,11.4214,-0.518844,-0.518844,0.000292281
3.2,0.9,11.0925,-0.512147,-0.512147,0.000555041
3.3,0.9,10.7685,-0.505264,-0.505264,0.000794625
3.4,0.9,10.4493,-0.498206,-0.498206,0.00101166
3.5,0.9,10.1349,-0.490986,-0.490986,0.00120676
3.6,0.9,9.82532,-0.483615,-0.483615,0.00138058
3.7,0.9,9.52053,-0.476103,-0.476103,0.00153375
3.8,0.9,9.22054,-0.468462,-0.468462,0.00166689
3.9,0.9,8.92536,-0.460701,-0.460701,0.00178067
4,0.9,8.63499,-0.45283,-0.45283,0.0018757
4.1,0.9,8.34941,-0.444859,-0.444859,0.00195263
4.2,0.9,8.06865,-0.436797,-0.436797,0.00201209
4.3,0.9,7.79269,-0.428653,-0.428653,0.00205472
4.4,0.9,7.52153,-0.420436,-0.420436,0.00208114
4.5,0.9,7.25518,-0.412154,-0.412154,0.00209197
4.6,0.9,6.99363,-0.403815,-0.403815,0.00208782
4.7,0.9,6.73688,-0.395426,-0.395426,0.00206931
4.8,0.9,6.48494,-0.386996,-0.386996,0.00203704
4.9,0.9,6.2378,-0.378532,-0.378532,0.0019916
5,0.9,5.99547,-0.37004,-0.37004,0.00193358
5.1,0.9,5.75793,-0.361527,-0.361527,0.00186355
5.2,0.9,5.5252,-0.353,-0.353,0.00178207
5.3,0.9,5.29727,-0.344464,-0.344464,0.00168971
5.4,0.9,5.07414,-0.335926,-0.335926,0.00158701
5.5,0.9,4.85582,-0.327391,-0.327391,0.0014745
5.6,0.9,4.64229,-0.318865,-0.318865,0.00135271
5.7,0.9,4.43357,-0.310352,-0.310352,0.00122216
5.8,0.9,4.22965,-0.301858,-0.301858,0.00108333
5.9,0.9,4.03053,-0.293387,-0.293387,0.000936728
6,0.9,3.83621,-0.284944,-0.284944,0.000782821
6.1,0.9,3.64669,-0.276533,-0.276533,0.000622074
6.2,0.9,3.46197,-0.268159,-0.268159,0.00045494
6.3,0.9,3.28205,-0.259824,-0.259824,0.000281857
6.4,0.9,3.10693,-0.251534,-0.251534,0.000103252
6.5,0.9,2.93661,-0.24329,-0.24329,-8.05E-05
6.6,0.9,2.77109,-0.235097,-0.235097,-0.000268889
6.7,0.9,2.61037,-0.226957,-0.226957,-0.000461637
6.8,0.9,2.45445,-0.218874,-0.218874,-0.000658334
6.9,0.9,2.30332,-0.21085,-0.21085,-0.000858619
7,0.9,2.157,-0.202888,-0.202888,-0.00106214
7.1,0.9,2.01548,-0.19499,-0.19499,-0.00126857
7.2,0.9,1.87875,-0.187158,-0.187158,-0.00147758
7.3,0.9,1.74682,-0.179395,-0.179395,-0.00168887
7.4,0.9,1.6197,-0.171702,-0.171702,-0.00190213
7.5,0.9,1.49737,-0.164082,-0.164082,-0.00211709
7.6,0.9,1.37984,-0.156535,-0.156535,-0.00233347
7.7,0.9,1.2671,-0.149065,-0.149065,-0.00255102
7.8,0.9,1.15917,-0.141671,-0.141671,-0.00276948
7.9,0.9,1.05603,-0.134355,-0.134355,-0.00298864
8,0.9,0.957697,-0.127119,-0.127119,-0.00320826
8.1,0.9,0.864158,-0.119963,-0.119963,-0.00342813
8.2,0.9,0.775416,-0.112889,-0.112889,-0.00364807
8.3,0.9,0.691473,-0.105897,-0.105897,-0.00386789
8.4,0.9,0.612328,-0.0989887,-0.0989887,-0.00408742
8.5,0.9,0.53798,-0.092164,-0.092164,-0.0043065
8.6,0.9,0.468431,-0.0854238,-0.0854238,-0.00452498
8.7,0.9,0.403679,-0.0787686,-0.0787686,-0.00474269
8.8,0.9,0.343725,-0.0721987,-0.0721987,-0.00495941
8.9,0.9,0.28857,-0.065714,-0.065714,-0.00517473
9,0.9,0.238214,-0.0593132,-0.0593132,-0.00538785
9.1,0.9,0.192662,-0.0529924,-0.0529924,-0.00559706
9.2,0.9,0.151919,-0.046743,-0.046743,-0.00579884
9.3,0.9,0.116001,-0.0405456,-0.0405456,-0.00598642
9.4,0.9,0.0849311,-0.0343632,-0.0343632,-0.00614773
9.5,0.9,0.058751,-0.0281296,-0.0281296,-0.00626394
9.6,0.9,0.0375112,-0.0217439,-0.0217439,-0.00631312
9.7,0.9,0.0212346,-0.0150995,-0.0150995,-0.00629693
9.8,0.9,0.00979143,-0.00825453,-0.00825453,-0.0063664
9.9,0.9,0.00272168,-0.00205625,-0.00205625,-0.00738973
10,0.9,-0.00017704,0.0005105,0.0005105,-0.0126178
0,1,40.6717,-8.65781,-8.65781,12.2439
0.1,1,26.3584,1.01948,1.01948,-0.616953
0.2,1,27.2468,0.179087,0.179087,-0.178219
0.3,1,27.3445,0.00540452,0.00540452,-0.015918
0.4,1,27.1646,-0.0468636,-0.0468636,0.00301883
0.5,1,26.8194,-0.0734615,-0.0734615,0.00401776
0.6,1,26.3735,-0.0907724,-0.0907724,0.00283847
0.7,1,25.8729,-0.103722,-0.103722,0.0017416
0.8,1,25.3464,-0.114355,-0.114355,0.00104803
0.9,1,24.8101,-0.1236,-0.1236,0.000691669
1,1,24.2726,-0.13188,-0.13188,0.000552739
1.1,1,23.738,-0.139389,-0.139389,0.000537279
1.2,1,23.2081,-0.146217,-0.146217,0.00058595
1.3,1,22.6837,-0.152413,-0.152413,0.000665307
1.4,1,22.1651,-0.158006,-0.158006,0.000757869
1.5,1,21.6525,-0.163022,-0.163022,0.000854965
1.6,1,21.1459,-0.167482,-0.167482,0.000952412
1.7,1,20.6453,-0.17141,-0.17141,0.00104818
1.8,1,20.1507,-0.174827,-0.174827,0.0011412
1.9,1,19.662,-0.177755,-0.177755,0.00123085
2,1,19.1794,-0.180216,-0.180216,0.00131668
2.1,1,18.7027,-0.182231,-0.182231,0.00139835
2.2,1,18.232,-0.18382,-0.18382,0.00147558
2.3,1,17.7673,-0.185003,-0.185003,0.00154811
2.4,1,17.3086,-0.185801,-0.185801,0.00161576
2.5,1,16.8559,-0.186231,-0.186231,0.00167836
2.6,1,16.4091,-0.186314,-0.186314,0.00173579
2.7,1,15.9684,-0.186066,-0.186066,0.00178797
2.8,1,15.5336,-0.185506,-0.185506,0.00183482
2.9,1,15.1048,-0.184651,-0.184651,0.00187634
3,1,14.682,-0.183516,-0.183516,0.0019125
3.1,1,14.2652,-0.18212,-0.18212,0.00194335
3.2,1,13.8544,-0.180477,-0.180477,0.00196892
3.3,1,13.4496,-0.178602,-0.178602,0.00198929
3.4,1,13.0508,-0.176511,-0.176511,0.00200453
3.5,1,12.658,-0.174218,-0.174218,0.00201477
3.6,1,12.2711,-0.171738,-0.171738,0.0020201
3.7,1,11.8902,-0.169082,-0.169082,0.00202068
3.8,1,11.5154,-0.166265,-0.166265,0.00201664
3.9,1,11.1465,-0.1633,-0.1633,0.00200814
4,1,10.7836,-0.160199,-0.160199,0.00199534
4.1,1,10.4267,-0.156973,-0.156973,0.00197843
4.2,1,10.0758,-0.153635,-0.153635,0.00195758
4.3,1,9.73093,-0.150195,-0.150195,0.00193297
4.4,1,9.39202,-0.146664,-0.146664,0.00190481
4.5,1,9.0591,-0.143053,-0.143053,0.00187328
4.6,1,8.73217,-0.139371,-0.139371,0.00183858
4.7,1,8.41124,-0.135629,-0.135629,0.00180092
4.8,1,8.09629,-0.131836,-0.131836,0.0017605
4.9,1,7.78735,-0.128,-0.128,0.00171751
5,1,7.48439,-0.12413,-0.12413,0.00167215
5.1,1,7.18743,-0.120235,-0.120235,0.00162464
5.2,1,6.89646,-0.116323,-0.116323,0.00157515
5.3,1,6.61149,-0.112401,-0.112401,0.0015239
5.4,1,6.33251,-0.108477,-0.108477,0.00147107
5.5,1,6.05952,-0.104557,-0.104557,0.00141684
5.6,1,5.79253,-0.100648,-0.100648,0.00136142
5.7,1,5.53153,-0.0967577,-0.0967577,0.00130497
5.8,1,5.27652,-0.092891,-0.092891,0.00124768
5.9,1,5.02751,-0.0890541,-0.0890541,0.00118972
6,1,4.7845,-0.0852526,-0.0852526,0.00113125
6.1,1,4.54747,-0.0814919,-0.0814919,0.00107244
6.2,1,4.31645,-0.077777,-0.077777,0.00101345
6.3,1,4.09141,-0.0741127,-0.0741127,0.000954412
6.4,1,3.87237,-0.0705036,-0.0705036,0.000895489
6.5,1,3.65933,-0.066954,-0.066954,0.000836814
6.6,1,3.45228,-0.063468,-0.063468,0.000778521
6.7,1,3.25123,-0.0600494,-0.0600494,0.000720737
6.8,1,3.05617,-0.0567019,-0.0567019,0.000663584
6.9,1,2.8671,-0.0534289,-0.0534289,0.000607176
7,1,2.68403,-0.0502336,-0.0502336,0.000551624
7.1,1,2.50696,-0.0471189,-0.0471189,0.00049703
7.2,1,2.33588,-0.0440878,-0.0440878,0.000443491
7.3,1,2.1708,-0.0411428,-0.0411428,0.0003911
7.4,1,2.01171,-0.0382864,-0.0382864,0.000339941
7.5,1,1.85862,-0.0355208,-0.0355208,0.000290094
7.6,1,1.71152,-0.032848,-0.032848,0.000241635
7.7,1,1.57042,-0.0302701,-0.0302701,0.000194631
7.8,1,1.43532,-0.0277887,-0.0277887,0.000149148
7.9,1,1.30621,-0.0254056,-0.0254056,0.000105242
8,1,1.1831,-0.0231221,-0.0231221,6.30E-05
8.1,1,1.06598,-0.0209396,-0.0209396,2.24E-05
8.2,1,0.954859,-0.0188593,-0.0188593,-1.65E-05
8.3,1,0.849735,-0.0168823,-0.0168823,-5.36E-05
8.4,1,0.750608,-0.0150095,-0.0150095,-8.89E-05
8.5,1,0.657477,-0.0132418,-0.0132418,-0.000122356
8.6,1,0.570342,-0.0115799,-0.0115799,-0.00015396
8.7,1,0.489203,-0.0100245,-0.0100245,-0.000183685
8.8,1,0.41406,-0.0085762,-0.0085762,-0.000211528
8.9,1,0.344914,-0.00723543,-0.00723543,-0.000237526
9,1,0.281764,-0.00600268,-0.00600268,-0.00026179
9.1,1,0.224616,-0.00487835,-0.00487835,-0.000284595
9.2,1,0.17348,-0.0038627,-0.0038627,-0.000306519
9.3,1,0.128385,-0.00295572,-0.00295572,-0.000328681
9.4,1,0.0893991,-0.00215646,-0.00215646,-0.00035301
9.5,1,0.0566667,-0.00146154,-0.00146154,-0.000382313
9.6,1,0.0304763,-0.000861394,-0.000861394,-0.000419064
9.7,1,0.0113538,-0.00033104,-0.00033104,-0.000458539
9.8,1,0.000127022,0.000191452,0.000191452,-0.000455219
9.9,1,-0.00241186,0.000790586,0.000790586,-0.000227663
10,1,-0.000168727,0.000309095,0.000309095,-0.000189115
