x,y,sxx,sxy,syx,syy
3.9,0.4,-2.25073,-0.852143,-0.852143,0.023996
4,0.4,-2.17829,-0.838228,-0.838228,0.0242795
4.1,0.4,-2.10703,-0.824339,-0.824339,0.0245241
4.2,0.4,-2.03695,-0.810474,-0.810474,0.0247313
4.3,0.4,-1.96804,-0.796631,-0.796631,0.0249021
4.4,0.4,-1.90032,-0.782807,-0.782807,0.0250379
4.5,0.4,-1.83377,-0.769,-0.769,0.0251398
4.6,0.4,-1.76841,-0.755209,-0.755209,0.025209
4.7,0.4,-1.70422,-0.741431,-0.741431,0.0252468
4.8,0.4,-1.64122,-0.727664,-0.727664,0.0252542
4.9,0.4,-1.57939,-0.713907,-0.713907,0.0252324
5,0.4,-1.51876,-0.700158,-0.700158,0.0251824
5.1,0.4,-1.4593,-0.686415,-0.686415,0.0251054
5.2,0.4,-1.40103,-0.672676,-0.672676,0.0250024
5.3,0.4,-1.34394,-0.658941,-0.658941,0.0248745
5.4,0.4,-1.28804,-0.645207,-0.645207,0.0247226
5.5,0.4,-1.23332,-0.631474,-0.631474,0.0245477
5.6,0.4,-1.1798,-0.617739,-0.617739,0.0243509
5.7,0.4,-1.12745,-0.604001,-0.604001,0.024133
5.8,0.4,-1.0763,-0.59026,-0.59026,0.023895
5.9,0.4,-1.02633,-0.576513,-0.576513,0.0236378
6,0.4,-0.977554,-0.562761,-0.562761,0.0233622
6.1,0.4,-0.929965,-0.549001,-0.549001,0.0230692
6.2,0.4,-0.883566,-0.535233,-0.535233,0.0227596
6.3,0.4,-0.838357,-0.521455,-0.521455,0.0224342
6.4,0.4,-0.794339,-0.507668,-0.507668,0.0220937
6.5,0.4,-0.751512,-0.493869,-0.493869,0.0217391
6.6,0.4,-0.709876,-0.480058,-0.480058,0.021371
6.7,0.4,-0.669432,-0.466234,-0.466234,0.0209901
6.8,0.4,-0.630181,-0.452397,-0.452397,0.0205973
6.9,0.4,-0.592122,-0.438546,-0.438546,0.0201931
7,0.4,-0.555257,-0.42468,-0.42468,0.0197783
7.1,0.4,-0.519585,-0.410798,-0.410798,0.0193535
7.2,0.4,-0.485107,-0.3969,-0.3969,0.0189193
7.3,0.4,-0.451823,-0.382985,-0.382985,0.0184764
7.4,0.4,-0.419735,-0.369054,-0.369054,0.0180254
7.5,0.4,-0.388841,-0.355104,-0.355104,0.0175667
7.6,0.4,-0.359142,-0.341137,-0.341137,0.017101
7.7,0.4,-0.33064,-0.327151,-0.327151,0.0166289
7.8,0.4,-0.303333,-0.313146,-0.313146,0.0161506
7.9,0.4,-0.277222,-0.299122,-0.299122,0.0156669
8,0.4,-0.252308,-0.285078,-0.285078,0.0151781
8.1,0.4,-0.228591,-0.271014,-0.271014,0.0146848
8.2,0.4,-0.206071,-0.25693,-0.25693,0.0141872
8.3,0.4,-0.184748,-0.242826,-0.242826,0.0136858
8.4,0.4,-0.164623,-0.228702,-0.228702,0.0131811
8.5,0.4,-0.145696,-0.214556,-0.214556,0.0126733
8.6,0.4,-0.127967,-0.20039,-0.20039,0.0121627
8.7,0.4,-0.111435,-0.186202,-0.186202,0.0116496
8.8,0.4,-0.0961026,-0.171994,-0.171994,0.0111337
8.9,0.4,-0.0819674,-0.157765,-0.157765,0.0106143
9,0.4,-0.0690282,-0.143518,-0.143518,0.0100894
9.1,0.4,-0.0572807,-0.129258,-0.129258,0.00955432
9.2,0.4,-0.0467149,-0.114995,-0.114995,0.0090002
9.3,0.4,-0.0373099,-0.100751,-0.100751,0.00841157
9.4,0.4,-0.0290261,-0.0865657,-0.0865657,0.0077658
9.5,0.4,-0.0217948,-0.0725011,-0.0725011,0.00703988
9.6,0.4,-0.0155137,-0.0586396,-0.0586396,0.00623975
9.7,0.4,-0.0100666,-0.0450326,-0.0450326,0.00548278
9.8,0.4,-0.00540715,-0.031535,-0.031535,0.00518053
9.9,0.4,-0.00175563,-0.0173742,-0.0173742,0.0063589
10,0.4,0.0001728,-0.000290745,-0.000290745,0.0110294
0,0.5,0.0137705,1.58867,1.58867,0.00640783
0.1,0.5,0.0197753,-0.190466,-0.190466,-0.008664
0.2,0.5,0.0212088,-1.13721,-1.13721,-0.0168454
0.3,0.5,0.0203623,-1.50751,-1.50751,-0.0209657
0.4,0.5,0.0186338,-1.58316,-1.58316,-0.0226549
0.5,0.5,0.0166332,-1.5499,-1.5499,-0.022777
0.6,0.5,0.014574,-1.49465,-1.49465,-0.0218419
0.7,0.5,0.0125416,-1.4466,-1.4466,-0.0202131
0.8,0.5,0.0105874,-1.4105,-1.4105,-0.0181711
0.9,0.5,0.00874526,-1.3837,-1.3837,-0.015924
1,0.5,0.00703157,-1.36267,-1.36267,-0.0136147
1.1,0.5,0.00544775,-1.3448,-1.3448,-0.0113319
1.2,0.5,0.00398529,-1.32851,-1.32851,-0.00912489
1.3,0.5,0.00263094,-1.31294,-1.31294,-0.00701674
1.4,0.5,0.00137059,-1.29769,-1.29769,-0.00501497
1.5,0.5,0.000191478,-1.28255,-1.28255,-0.00311871
1.6,0.5,-0.000916881,-1.26745,-1.26745,-0.00132329
1.7,0.5,-0.00196255,-1.25236,-1.25236,0.000377146
1.8,0.5,-0.0029515,-1.23727,-1.23727,0.00198836
1.9,0.5,-0.00388804,-1.22217,-1.22217,0.00351544
2,0.5,-0.00477527,-1.20707,-1.20707,0.00496271
2.1,0.5,-0.00561548,-1.19197,-1.19197,0.00633373
2.2,0.5,-0.00641041,-1.17687,-1.17687,0.0076315
2.3,0.5,-0.00716149,-1.16177,-1.16177,0.00885857
2.4,0.5,-0.00786993,-1.14666,-1.14666,0.0100172
2.5,0.5,-0.00853686,-1.13156,-1.13156,0.0111093
2.6,0.5,-0.00916333,-1.11646,-1.11646,0.0121368
2.7,0.5,-0.00975038,-1.10135,-1.10135,0.0131015
2.8,0.5,-0.010299,-1.08625,-1.08625,0.0140051
2.9,0.5,-0.0108103,-1.07115,-1.07115,0.0148493
3,0.5,-0.0112852,-1.05605,-1.05605,0.0156356
3.1,0.5,-0.0117247,-1.04094,-1.04094,0.0163657
3.2,0.5,-0.0121298,-1.02584,-1.02584,0.0170413
3.3,0.5,-0.0125016,-1.01074,-1.01074,0.0176638
3.4,0.5,-0.0128409,-0.995638,-0.995638,0.0182348
3.5,0.5,-0.0131487,-0.980537,-0.980537,0.0187558
3.6,0.5,-0.0134261,-0.965437,-0.965437,0.0192284
3.7,0.5,-0.0136738,-0.950337,-0.950337,0.019654
3.8,0.5,-0.0138929,-0.935238,-0.935238,0.0200341
3.9,0.5,-0.0140843,-0.920139,-0.920139,0.0203701
4,0.5,-0.0142487,-0.905041,-0.905041,0.0206634
4.1,0.5,-0.0143872,-0.889944,-0.889944,0.0209155
4.2,0.5,-0.0145005,-0.874847,-0.874847,0.0211277
4.3,0.5,-0.0145896,-0.859751,-0.859751,0.0213013
4.4,0.5,-0.0146552,-0.844655,-0.844655,0.0214377
4.5,0.5,-0.0146982,-0.829561,-0.829561,0.0215381
4.6,0.5,-0.0147194,-0.814466,-0.814466,0.0216039
4.7,0.5,-0.0147195,-0.799373,-0.799373,0.0216363
4.8,0.5,-0.0146994,-0.78428,-0.78428,0.0216365
4.9,0.5,-0.0146598,-0.769188,-0.769188,0.0216058
5,0.5,-0.0146014,-0.754096,-0.754096,0.0215453
5.1,0.5,-0.014525,-0.739005,-0.739005,0.0214562
5.2,0.5,-0.0144312,-0.723915,-0.723915,0.0213396
5.3,0.5,-0.0143209,-0.708826,-0.708826,0.0211967
5.4,0.5,-0.0141947,-0.693736,-0.693736,0.0210285
5.5,0.5,-0.0140532,-0.678648,-0.678648,0.0208361
5.6,0.5,-0.0138971,-0.66356,-0.66356,0.0206205
5.7,0.5,-0.0137271,-0.648473,-0.648473,0.0203828
5.8,0.5,-0.0135438,-0.633386,-0.633386,0.020124
5.9,0.5,-0.0133478,-0.6183,-0.6183,0.0198451
6,0.5,-0.0131396,-0.603214,-0.603214,0.0195469
6.1,0.5,-0.01292,-0.588128,-0.588128,0.0192305
6.2,0.5,-0.0126894,-0.573044,-0.573044,0.0188968
6.3,0.5,-0.0124485,-0.557959,-0.557959,0.0185465
6.4,0.5,-0.0121977,-0.542875,-0.542875,0.0181807
6.5,0.5,-0.0119375,-0.527792,-0.527792,0.0178001
6.6,0.5,-0.0116686,-0.512709,-0.512709,0.0174056
6.7,0.5,-0.0113914,-0.497626,-0.497626,0.0169979
6.8,0.5,-0.0111064,-0.482543,-0.482543,0.0165778
6.9,0.5,-0.010814,-0.467461,-0.467461,0.0161461
7,0.5,-0.0105147,-0.452379,-0.452379,0.0157034
7.1,0.5,-0.010209,-0.437298,-0.437298,0.0152506
7.2,0.5,-0.00989729,-0.422217,-0.422217,0.0147882
7.3,0.5,-0.00957994,-0.407136,-0.407136,0.0143169
7.4,0.5,-0.00925738,-0.392055,-0.392055,0.0138374
7.5,0.5,-0.00892999,-0.376975,-0.376975,0.0133503
7.6,0.5,-0.00859814,-0.361895,-0.361895,0.0128561
7.7,0.5,-0.00826218,-0.346815,-0.346815,0.0123554
7.8,0.5,-0.00792245,-0.331735,-0.331735,0.0118487
7.9,0.5,-0.00757929,-0.316655,-0.316655,0.0113367
8,0.5,-0.00723299,-0.301575,-0.301575,0.0108197
8.1,0.5,-0.00688386,-0.286496,-0.286496,0.0102982
8.2,0.5,-0.00653217,-0.271417,-0.271417,0.00977271
8.3,0.5,-0.0061782,-0.256338,-0.256338,0.00924363
8.4,0.5,-0.0058222,-0.241258,-0.241258,0.00871136
8.5,0.5,-0.0054644,-0.226179,-0.226179,0.00817627
8.6,0.5,-0.00510502,-0.2111,-0.2111,0.00763873
8.7,0.5,-0.00474429,-0.196021,-0.196021,0.00709907
8.8,0.5,-0.00438242,-0.180943,-0.180943,0.00655762
8.9,0.5,-0.00401962,-0.165866,-0.165866,0.00601471
9,0.5,-0.00365617,-0.150794,-0.150794,0.00547071
9.1,0.5,-0.00329248,-0.135734,-0.135734,0.00492611
9.2,0.5,-0.00292922,-0.1207,-0.1207,0.00438168
9.3,0.5,-0.00256756,-0.105722,-0.105722,0.00383865
9.4,0.5,-0.00220945,-0.0908497,-0.0908497,0.00329905
9.5,0.5,-0.00185786,-0.0761629,-0.0761629,0.00276589
9.6,0.5,-0.00151631,-0.0617563,-0.0617563,0.00224276
9.7,0.5,-0.00118635,-0.0476709,-0.0476709,0.00173124
9.8,0.5,-0.000859952,-0.0336842,-0.0336842,0.00122334
9.9,0.5,-0.00050205,-0.018829,-0.018829,0.000684056
10,0.5,-2.00E-05,-0.000550758,-0.000550758,2.08E-05
0,0.6,5.2482,1.38937,1.38937,2.24877
0.1,0.6,5.62064,-0.351397,-0.351397,1.31141
0.2,0.6,5.82739,-1.19634,-1.19634,0.573912
0.3,0.6,5.8265,-1.48134,-1.48134,0.157096
0.4,0.6,5.7021,-1.51972,-1.51972,-0.0154148
0.5,0.6,5.53998,-1.48208,-1.48208,-0.0623099
0.6,0.6,5.38192,-1.43499,-1.43499,-0.061495
0.7,0.6,5.23882,-1.39674,-1.39674,-0.0487547
0.8,0.6,5.10921,-1.36858,-1.36858,-0.0365255
0.9,0.6,4.98894,-1.34752,-1.34752,-0.0275369
1,0.6,4.87454,-1.33061,-1.33061,-0.0214099
1.1,0.6,4.76381,-1.31583,-1.31583,-0.0171895
1.2,0.6,4.65548,-1.30202,-1.30202,-0.0140963
1.3,0.6,4.54894,-1.28856,-1.28856,-0.0116352
1.4,0.6,4.44387,-1.27518,-1.27518,-0.00952859
1.5,0.6,4.34014,-1.26175,-1.26175,-0.00763258
1.6,0.6,4.23769,-1.24822,-1.24822,-0.00587633
1.7,0.6,4.13651,-1.23457,-1.23457,-0.00422596
1.8,0.6,4.03657,-1.22082,-1.22082,-0.00266513
1.9,0.6,3.93788,-1.20697,-1.20697,-0.00118548
2,0.6,3.84043,-1.19302,-1.19302,0.000217811
2.1,0.6,3.74423,-1.17897,-1.17897,0.00154802
2.2,0.6,3.64927,-1.16484,-1.16484,0.00280767
2.3,0.6,3.55556,-1.15062,-1.15062,0.00399894
2.4,0.6,3.46308,-1.13633,-1.13633,0.00512377
2.5,0.6,3.37184,-1.12196,-1.12196,0.00618396
2.6,0.6,3.28185,-1.10752,-1.10752,0.00718124
2.7,0.6,3.19309,-1.09302,-1.09302,0.00811726
2.8,0.6,3.10557,-1.07845,-1.07845,0.00899365
2.9,0.6,3.01929,-1.06382,-1.06382,0.00981197
3,0.6,2.93424,-1.04914,-1.04914,0.0105738
3.1,0.6,2.85042,-1.0344,-1.0344,0.0112807
3.2,0.6,2.76784,-1.01961,-1.01961,0.0119342
3.3,0.6,2.68649,-1.00478,-1.00478,0.0125358
3.4,0.6,2.60638,-0.9899,-0.9899,0.013087
3.5,0.6,2.52749,-0.974982,-0.974982,0.0135892
3.6,0.6,2.44984,-0.960026,-0.960026,0.0140441
3.7,0.6,2.37341,-0.945036,-0.945036,0.0144529
3.8,0.6,2.29821,-0.930013,-0.930013,0.0148171
3.9,0.6,2.22424,-0.91496,-0.91496,0.0151382
4,0.6,2.15149,-0.899879,-0.899879,0.0154175
4.1,0.6,2.07997,-0.884774,-0.884774,0.0156564
4.2,0.6,2.00968,-0.869647,-0.869647,0.0158562
4.3,0.6,1.9406,-0.854499,-0.854499,0.0160183
4.4,0.6,1.87276,-0.839332,-0.839332,0.016144
4.5,0.6,1.80613,-0.82415,-0.82415,0.0162345
4.6,0.6,1.74072,-0.808954,-0.808954,0.0162912
4.7,0.6,1.67654,-0.793746,-0.793746,0.0163152
4.8,0.6,1.61357,-0.778527,-0.778527,0.0163078
4.9,0.6,1.55182,-0.7633,-0.7633,0.0162702
5,0.6,1.49129,-0.748067,-0.748067,0.0162036
5.1,0.6,1.43198,-0.732828,-0.732828,0.016109
5.2,0.6,1.37389,-0.717586,-0.717586,0.0159877
5.3,0.6,1.31701,-0.702343,-0.702343,0.0158408
5.4,0.6,1.26134,-0.687098,-0.687098,0.0156693
5.5,0.6,1.20689,-0.671855,-0.671855,0.0154743
5.6,0.6,1.15366,-0.656614,-0.656614,0.0152569
5.7,0.6,1.10163,-0.641377,-0.641377,0.015018
5.8,0.6,1.05082,-0.626145,-0.626145,0.0147586
5.9,0.6,1.00123,-0.610918,-0.610918,0.0144798
6,0.6,0.95284,-0.595699,-0.595699,0.0141825
6.1,0.6,0.905664,-0.580488,-0.580488,0.0138675
6.2,0.6,0.859699,-0.565286,-0.565286,0.0135359
6.3,0.6,0.814943,-0.550094,-0.550094,0.0131885
6.4,0.6,0.771396,-0.534914,-0.534914,0.0128261
6.5,0.6,0.729058,-0.519745,-0.519745,0.0124496
6.6,0.6,0.687928,-0.504589,-0.504589,0.0120597
6.7,0.6,0.648006,-0.489446,-0.489446,0.0116573
6.8,0.6,0.60929,-0.474318,-0.474318,0.0112432
6.9,0.6,0.571782,-0.459204,-0.459204,0.010818
7,0.6,0.535479,-0.444107,-0.444107,0.0103826
7.1,0.6,0.500382,-0.429025,-0.429025,0.00993748
7.2,0.6,0.466491,-0.413959,-0.413959,0.00948345
7.3,0.6,0.433804,-0.398911,-0.398911,0.00902112
7.4,0.6,0.402322,-0.383881,-0.383881,0.00855112
7.5,0.6,0.372044,-0.368869,-0.368869,0.00807404
7.6,0.6,0.34297,-0.353875,-0.353875,0.00759047
7.7,0.6,0.315099,-0.3389,-0.3389,0.00710095
7.8,0.6,0.288431,-0.323945,-0.323945,0.00660603
7.9,0.6,0.262966,-0.309009,-0.309009,0.0061062
8,0.6,0.238703,-0.294092,-0.294092,0.00560195
8.1,0.6,0.215643,-0.279196,-0.279196,0.00509375
8.2,0.6,0.193784,-0.264321,-0.264321,0.00458202
8.3,0.6,0.173127,-0.249465,-0.249465,0.00406718
8.4,0.6,0.153672,-0.234631,-0.234631,0.00354961
8.5,0.6,0.135417,-0.219817,-0.219817,0.0030297
8.6,0.6,0.118364,-0.205025,-0.205025,0.00250783
8.7,0.6,0.102512,-0.190253,-0.190253,0.00198449
8.8,0.6,0.0878593,-0.175504,-0.175504,0.00146043
8.9,0.6,0.0744066,-0.160776,-0.160776,0.000937025
9,0.6,0.0621512,-0.146073,-0.146073,0.000417001
9.1,0.6,0.0510881,-0.1314,-0.1314,-9.43E-05
9.2,0.6,0.0412064,-0.116765,-0.116765,-0.000586667
9.3,0.6,0.0324836,-0.10219,-0.10219,-0.00104289
9.4,0.6,0.0248768,-0.0877118,-0.0877118,-0.00143718
9.5,0.6,0.0183129,-0.0733892,-0.0733892,-0.00174179
9.6,0.6,0.0126835,-0.0593008,-0.0593008,-0.0019566
9.7,0.6,0.00786865,-0.045498,-0.045498,-0.00219504
9.8,0.6,0.0038319,-0.0318494,-0.0318494,-0.00287853
9.9,0.6,0.000847884,-0.0176295,-0.0176295,-0.00508722
10,0.6,-0.000208149,-0.000683518,-0.000683518,-0.0109926
0,0.7,10.5403,0.756893,0.756893,4.5108
0.1,0.7,11.3574,-0.834289,-0.834289,2.44726
0.2,0.7,11.719,-1.31427,-1.31427,0.947016
0.3,0.7,11.621,-1.34489,-1.34489,0.218192
0.4,0.7,11.3282,-1.29514,-1.29514,-0.0377475
0.5,0.7,11.006,-1.25616,-1.25616,-0.0930306
0.6,0.7,10.7078,-1.23301,-1.23301,-0.0838563
0.7,0.7,10.4391,-1.21854,-1.21854,-0.0624968
0.8,0.7,10.1924,-1.20778,-1.20778,-0.0445347
0.9,0.7,9.95998,-1.19828,-1.19828,-0.0323634
1,0.7,9.73625,-1.18902,-1.18902,-0.0247063
1.1,0.7,9.51806,-1.17962,-1.17962,-0.019884
1.2,0.7,9.30372,-1.16994,-1.16994,-0.0166595
1.3,0.7,9.09242,-1.15997,-1.15997,-0.0142831
1.4,0.7,8.8838,-1.1497,-1.1497,-0.012348
1.5,0.7,8.67769,-1.13917,-1.13917,-0.0106501
1.6,0.7,8.47404,-1.1284,-1.1284,-0.00909294
1.7,0.7,8.27283,-1.11739,-1.11739,-0.00763341
1.8,0.7,8.07406,-1.10617,-1.10617,-0.00625263
1.9,0.7,7.87773,-1.09474,-1.09474,-0.00494229
2,0.7,7.68383,-1.08313,-1.08313,-0.00369833
2.1,0.7,7.49236,-1.07133,-1.07133,-0.00251833
2.2,0.7,7.30333,-1.05936,-1.05936,-0.00140045
2.3,0.7,7.11674,-1.04722,-1.04722,-0.000343088
2.4,0.7,6.93258,-1.03493,-1.03493,0.000655271
2.5,0.7,6.75085,-1.02249,-1.02249,0.00159609
2.6,0.7,6.57156,-1.00991,-1.00991,0.00248081
2.7,0.7,6.3947,-0.997201,-0.997201,0.00331083
2.8,0.7,6.22028,-0.984361,-0.984361,0.00408753
2.9,0.7,6.04828,-0.971402,-0.971402,0.0048123
3,0.7,5.87871,-0.958331,-0.958331,0.0054865
3.1,0.7,5.71158,-0.945154,-0.945154,0.00611148
3.2,0.7,5.54687,-0.931877,-0.931877,0.00668859
3.3,0.7,5.38459,-0.918506,-0.918506,0.00721917
3.4,0.7,5.22473,-0.905048,-0.905048,0.00770455
3.5,0.7,5.06731,-0.891508,-0.891508,0.00814605
3.6,0.7,4.91231,-0.877893,-0.877893,0.00854497
3.7,0.7,4.75973,-0.864207,-0.864207,0.0089026
3.8,0.7,4.60958,-0.850455,-0.850455,0.00922024
3.9,0.7,4.46185,-0.836644,-0.836644,0.00949913
4,0.7,4.31654,-0.822777,-0.822777,0.00974054
4.1,0.7,4.17365,-0.80886,-0.80886,0.00994569
4.2,0.7,4.03319,-0.794898,-0.794898,0.0101158
4.3,0.7,3.89514,-0.780894,-0.780894,0.0102521
4.4,0.7,3.75952,-0.766854,-0.766854,0.0103557
4.5,0.7,3.62631,-0.75278,-0.75278,0.0104279
4.6,0.7,3.49552,-0.738679,-0.738679,0.0104697
4.7,0.7,3.36715,-0.724552,-0.724552,0.0104823
4.8,0.7,3.24119,-0.710405,-0.710405,0.0104668
4.9,0.7,3.11765,-0.69624,-0.69624,0.0104243
5,0.7,2.99653,-0.682061,-0.682061,0.0103559
5.1,0.7,2.87782,-0.667872,-0.667872,0.0102626
5.2,0.7,2.76152,-0.653675,-0.653675,0.0101455
5.3,0.7,2.64764,-0.639474,-0.639474,0.0100056
5.4,0.7,2.53617,-0.625272,-0.625272,0.00984377
5.5,0.7,2.42711,-0.611071,-0.611071,0.00966111
5.6,0.7,2.32047,-0.596875,-0.596875,0.00945854
5.7,0.7,2.21623,-0.582685,-0.582685,0.00923699
5.8,0.7,2.11441,-0.568504,-0.568504,0.00899737
5.9,0.7,2.01499,-0.554335,-0.554335,0.00874056
6,0.7,1.91799,-0.54018,-0.54018,0.00846744
6.1,0.7,1.82339,-0.52604,-0.52604,0.00817885
6.2,0.7,1.7312,-0.511919,-0.511919,0.00787561
6.3,0.7,1.64142,-0.497818,-0.497818,0.00755852
6.4,0.7,1.55404,-0.483738,-0.483738,0.00722838
6.5,0.7,1.46908,-0.469682,-0.469682,0.00688593
6.6,0.7,1.38652,-0.455651,-0.455651,0.00653192
6.7,0.7,1.30636,-0.441647,-0.441647,0.00616707
6.8,0.7,1.22861,-0.42767,-0.42767,0.00579206
6.9,0.7,1.15327,-0.413723,-0.413723,0.00540757
7,0.7,1.08033,-0.399807,-0.399807,0.00501426
7.1,0.7,1.00979,-0.385923,-0.385923,0.00461275
7.2,0.7,0.941659,-0.372072,-0.372072,0.00420365
7.3,0.7,0.87593,-0.358255,-0.358255,0.00378755
7.4,0.7,0.812605,-0.344474,-0.344474,0.00336501
7.5,0.7,0.751683,-0.330728,-0.330728,0.00293659
7.6,0.7,0.693163,-0.317019,-0.317019,0.00250279
7.7,0.7,0.637045,-0.303348,-0.303348,0.00206412
7.8,0.7,0.583329,-0.289715,-0.289715,0.00162105
7.9,0.7,0.532015,-0.276121,-0.276121,0.00117406
8,0.7,0.483102,-0.262567,-0.262567,0.000723567
8.1,0.7,0.436591,-0.249053,-0.249053,0.000269987
8.2,0.7,0.39248,-0.235579,-0.235579,-0.000186291
8.3,0.7,0.35077,-0.222147,-0.222147,-0.000644902
8.4,0.7,0.31146,-0.208755,-0.208755,-0.0011055
8.5,0.7,0.274551,-0.195406,-0.195406,-0.00156776
8.6,0.7,0.240042,-0.182099,-0.182099,-0.0020313
8.7,0.7,0.207933,-0.168834,-0.168834,-0.00249564
8.8,0.7,0.178224,-0.155612,-0.155612,-0.00295992
8.9,0.7,0.150914,-0.142432,-0.142432,-0.00342243
9,0.7,0.126,-0.129294,-0.129294,-0.00387959
9.1,0.7,0.103477,-0.116199,-0.116199,-0.00432409
9.2,0.7,0.0833319,-0.103146,-0.103146,-0.00474187
9.3,0.7,0.0655353,-0.0901351,-0.0901351,-0.00510814
9.4,0.7,0.0500303,-0.0771707,-0.0771707,-0.00538459
9.5,0.7,0.0367124,-0.0642633,-0.0642633,-0.0055262
9.6,0.7,0.0254133,-0.0514407,-0.0514407,-0.0055206
9.7,0.7,0.0159136,-0.0387581,-0.0387581,-0.00551519
9.8,0.7,0.008064,-0.0262784,-0.0262784,-0.00614018
9.9,0.7,0.00216396,-0.0138909,-0.0138909,-0.00918604
10,0.7,-0.000363758,-0.000615642,-0.000615642,-0.0186824
0,0.8,15.9938,-0.499866,-0.499866,6.80334
0.1,0.8,17.4637,-1.64448,-1.64448,3.04081
0.2,0.8,17.7081,-1.29565,-1.29565,0.847592
0.3,0.8,17.2984,-0.994019,-0.994019,0.108629
0.4,0.8,16.8069,-0.901559,-0.901559,-0.075645
0.5,0.8,16.3624,-0.89824,-0.89824,-0.0947761
0.6,0.8,15.9659,-0.915578,-0.915578,-0.0751918
0.7,0.8,15.6006,-0.930669,-0.930669,-0.0534691
0.8,0.8,15.2539,-0.939082,-0.939082,-0.0377013
0.9,0.8,14.9182,-0.941859,-0.941859,-0.0277289
1,0.8,14.5895,-0.940888,-0.940888,-0.0217089
1.1,0.8,14.2658,-0.937638,-0.937638,-0.0180134
1.2,0.8,13.9464,-0.93303,-0.93303,-0.0155727
1.3,0.8,13.6308,-0.927573,-0.927573,-0.0137751
1.4,0.8,13.3188,-0.921536,-0.921536,-0.0123023
1.5,0.8,13.0105,-0.915054,-0.915054,-0.0109997
1.6,0.8,12.7058,-0.908195,-0.908195,-0.0097974
1.7,0.8,12.4047,-0.900997,-0.900997,-0.00866524
1.8,0.8,12.1072,-0.893483,-0.893483,-0.00759094
1.9,0.8,11.8133,-0.88567,-0.88567,-0.00656952
2,0.8,11.523,-0.877574,-0.877574,-0.00559874
2.1,0.8,11.2364,-0.869207,-0.869207,-0.00467729
2.2,0.8,10.9534,-0.860583,-0.860583,-0.00380412
2.3,0.8,10.674,-0.851713,-0.851713,-0.00297822
2.4,0.8,10.3982,-0.842611,-0.842611,-0.00219857
2.5,0.8,10.1261,-0.833286,-0.833286,-0.00146416
2.6,0.8,9.8576,-0.823751,-0.823751,-0.000773951
2.7,0.8,9.5927,-0.814017,-0.814017,-0.000126918
2.8,0.8,9.33143,-0.804093,-0.804093,0.000477973
2.9,0.8,9.07379,-0.793991,-0.793991,0.00104176
3,0.8,8.81976,-0.783721,-0.783721,0.00156548
3.1,0.8,8.56935,-0.773292,-0.773292,0.00205016
3.2,0.8,8.32256,-0.762713,-0.762713,0.00249686
3.3,0.8,8.07939,-0.751994,-0.751994,0.00290661
3.4,0.8,7.83984,-0.741145,-0.741145,0.00328044
3.5,0.8,7.60391,-0.730173,-0.730173,0.00361939
3.6,0.8,7.37159,-0.719087,-0.719087,0.00392449
3.7,0.8,7.14289,-0.707896,-0.707896,0.00419676
3.8,0.8,6.91781,-0.696606,-0.696606,0.00443721
3.9,0.8,6.69635,-0.685227,-0.685227,0.00464686
4,0.8,6.4785,-0.673765,-0.673765,0.00482671
4.1,0.8,6.26426,-0.662228,-0.662228,0.00497774
4.2,0.8,6.05364,-0.650622,-0.650622,0.00510093
4.3,0.8,5.84663,-0.638954,-0.638954,0.00519727
4.4,0.8,5.64324,-0.627231,-0.627231,0.00526769
4.5,0.8,5.44345,-0.615459,-0.615459,0.00531315
4.6,0.8,5.24728,-0.603644,-0.603644,0.00533458
4.7,0.8,5.05473,-0.591792,-0.591792,0.0053329
4.8,0.8,4.86578,-0.579908,-0.579908,0.00530902
4.9,0.8,4.68044,-0.567999,-0.567999,0.00526382
5,0.8,4.49872,-0.556068,-0.556068,0.00519817
5.1,0.8,4.3206,-0.544121,-0.544121,0.00511295
5.2,0.8,4.14609,-0.532164,-0.532164,0.00500899
5.3,0.8,3.97519,-0.5202,-0.5202,0.00488713
5.4,0.8,3.8079,-0.508234,-0.508234,0.00474817
5.5,0.8,3.64422,-0.49627,-0.49627,0.00459292
5.6,0.8,3.48414,-0.484312,-0.484312,0.00442214
5.7,0.8,3.32768,-0.472364,-0.472364,0.00423661
5.8,0.8,3.17481,-0.46043,-0.46043,0.00403707
5.9,0.8,3.02556,-0.448513,-0.448513,0.00382424
6,0.8,2.87991,-0.436617,-0.436617,0.00359884
6.1,0.8,2.73786,-0.424745,-0.424745,0.00336155
6.2,0.8,2.59942,-0.4129,-0.4129,0.00311306
6.3,0.8,2.46458,-0.401085,-0.401085,0.00285401
6.4,0.8,2.33335,-0.389302,-0.389302,0.00258505
6.5,0.8,2.20573,-0.377555,-0.377555,0.0023068
6.6,0.8,2.0817,-0.365845,-0.365845,0.00201985
6.7,0.8,1.96128,-0.354175,-0.354175,0.00172479
6.8,0.8,1.84446,-0.342548,-0.342548,0.00142219
6.9,0.8,1.73125,-0.330964,-0.330964,0.00111259
7,0.8,1.62163,-0.319427,-0.319427,0.000796518
7.1,0.8,1.51562,-0.307937,-0.307937,0.000474491
7.2,0.8,1.41321,-0.296498,-0.296498,0.000146998
7.3,0.8,1.3144,-0.285109,-0.285109,-0.000185487
7.4,0.8,1.2192,-0.273773,-0.273773,-0.000522507
7.5,0.8,1.12759,-0.262492,-0.262492,-0.000863626
