ux,uy,x,y
-0.00905962,-0.0624347,5.46218,0
-0.0091104,-0.0639703,5.54622,0
-0.00915931,-0.0655141,5.63025,0
-0.00920636,-0.0670658,5.71429,0
-0.00925159,-0.0686251,5.79832,0
-0.00929504,-0.0701917,5.88235,0
-0.00933675,-0.0717653,5.96639,0
-0.00937675,-0.0733456,6.05042,0
-0.00941508,-0.0749323,6.13445,0
-0.00945177,-0.0765252,6.21849,0
-0.00948686,-0.0781239,6.30252,0
-0.00952038,-0.0797283,6.38655,0
-0.00955237,-0.0813379,6.47059,0
-0.00958286,-0.0829527,6.55462,0
-0.00961189,-0.0845723,6.63866,0
-0.0096395,-0.0861965,6.72269,0
-0.00966572,-0.0878251,6.80672,0
-0.00969059,-0.0894578,6.89076,0
-0.00971414,-0.0910944,6.97479,0
-0.00973641,-0.0927346,7.05882,0
-0.00975743,-0.0943784,7.14286,0
-0.00977725,-0.0960254,7.22689,0
-0.00979588,-0.0976755,7.31092,0
-0.00981338,-0.0993285,7.39496,0
-0.00982978,-0.100984,7.47899,0
-0.0098451,-0.102642,7.56303,0
-0.0098594,-0.104303,7.64706,0
-0.00987269,-0.105965,7.73109,0
-0.00988503,-0.10763,7.81513,0
-0.00989644,-0.109297,7.89916,0
-0.00990696,-0.110965,7.98319,0
-0.00991662,-0.112634,8.06723,0
-0.00992547,-0.114305,8.15126,0
-0.00993353,-0.115978,8.23529,0
-0.00994084,-0.117651,8.31933,0
-0.00994745,-0.119326,8.40336,0
-0.00995337,-0.121001,8.48739,0
-0.00995866,-0.122677,8.57143,0
-0.00996334,-0.124354,8.65546,0
-0.00996745,-0.126031,8.7395,0
-0.00997103,-0.127709,8.82353,0
-0.0099741,-0.129387,8.90756,0
-0.00997672,-0.131066,8.9916,0
-0.00997891,-0.132745,9.07563,0
-0.0099807,-0.134424,9.15966,0
-0.00998214,-0.136103,9.2437,0
-0.00998326,-0.137782,9.32773,0
-0.0099841,-0.139461,9.41176,0
-0.00998469,-0.14114,9.4958,0
-0.00998507,-0.142819,9.57983,0
-0.00998528,-0.144498,9.66387,0
-0.00998536,-0.146177,9.7479,0
-0.00998537,-0.147856,9.83193,0
-0.00998535,-0.149534,9.91597,0
-0.00998534,-0.151213,10,0
0,0,0,0.010101
-0.000268928,-0.000143994,0.0840336,0.010101
-0.000504336,-0.00025774,0.168067,0.010101
-0.000734963,-0.000393981,0.252101,0.010101
-0.000963245,-0.000562842,0.336134,0.010101
-0.00118909,-0.000767859,0.420168,0.010101
-0.00141206,-0.0010102,0.504202,0.010101
-0.0016318,-0.00129001,0.588235,0.010101
-0.00184804,-0.00160697,0.672269,0.010101
-0.00206064,-0.00196057,0.756303,0.010101
-0.00226953,-0.00235019,0.840336,0.010101
-0.00247468,-0.00277519,0.92437,0.010101
-0.00267609,-0.00323491,1.0084,0.010101
-0.00287378,-0.00372872,1.09244,0.010101
-0.00306778,-0.00425595,1.17647,0.010101
-0.00325812,-0.00481599,1.2605,0.010101
-0.00344483,-0.00540821,1.34454,0.010101
-0.00362794,-0.00603197,1.42857,0.010101
-0.0038075,-0.00668668,1.51261,0.010101
-0.00398353,-0.00737171,1.59664,0.010101
-0.00415608,-0.00808648,1.68067,0.010101
-0.00432517,-0.00883037,1.76471,0.010101
-0.00449084,-0.00960281,1.84874,0.010101
-0.00465313,-0.0104032,1.93277,0.010101
-0.00481206,-0.011231,2.01681,0.010101
-0.00496769,-0.0120856,2.10084,0.010101
-0.00512004,-0.0129664,2.18487,0.010101
-0.00526914,-0.013873,2.26891,0.010101
-0.00541503,-0.0148046,2.35294,0.010101
-0.00555774,-0.0157609,2.43697,0.010101
-0.00569732,-0.0167412,2.52101,0.010101
-0.00583379,-0.017745,2.60504,0.010101
-0.0059672,-0.0187717,2.68908,0.010101
-0.00609756,-0.019821,2.77311,0.010101
-0.00622493,-0.0208921,2.85714,0.010101
-0.00634933,-0.0219847,2.94118,0.010101
-0.00647081,-0.0230983,3.02521,0.010101
-0.00658938,-0.0242322,3.10924,0.010101
-0.0067051,-0.0253861,3.19328,0.010101
-0.00681799,-0.0265594,3.27731,0.010101
-0.00692809,-0.0277516,3.36134,0.010101
-0.00703543,-0.0289624,3.44538,0.010101
-0.00714005,-0.0301911,3.52941,0.010101
-0.00724199,-0.0314374,3.61345,0.010101
-0.00734127,-0.0327008,3.69748,0.010101
-0.00743794,-0.0339808,3.78151,0.010101
-0.00753202,-0.0352771,3.86555,0.010101
-0.00762356,-0.036589,3.94958,0.010101
-0.00771259,-0.0379163,4.03361,0.010101
-0.00779914,-0.0392585,4.11765,0.010101
-0.00788325,-0.0406152,4.20168,0.010101
-0.00796495,-0.0419859,4.28571,0.010101
-0.00804428,-0.0433702,4.36975,0.010101
-0.00812128,-0.0447678,4.45378,0.010101
-0.00819597,-0.0461783,4.53782,0.010101
-0.00826839,-0.0476012,4.62185,0.010101
-0.00833858,-0.0490361,4.70588,0.010101
-0.00840657,-0.0504827,4.78992,0.010101
-0.0084724,-0.0519407,4.87395,0.010101
-0.0085361,-0.0534096,4.95798,0.010101
-0.00859771,-0.054889,5.04202,0.010101
-0.00865726,-0.0563787,5.12605,0.010101
-0.00871478,-0.0578783,5.21008,0.010101
-0.00877032,-0.0593874,5.29412,0.010101
-0.0088239,-0.0609057,5.37815,0.010101
-0.00887557,-0.0624328,5.46218,0.010101
-0.00892535,-0.0639685,5.54622,0.010101
-0.00897328,-0.0655124,5.63025,0.010101
-0.0090194,-0.0670642,5.71429,0.010101
-0.00906374,-0.0686235,5.79832,0.010101
-0.00910634,-0.0701902,5.88235,0.010101
-0.00914722,-0.0717639,5.96639,0.010101
-0.00918643,-0.0733442,6.05042,0.010101
-0.009224,-0.074931,6.13445,0.010101
-0.00925997,-0.0765239,6.21849,0.010101
-0.00929437,-0.0781227,6.30252,0.010101
-0.00932723,-0.0797271,6.38655,0.010101
-0.00935859,-0.0813368,6.47059,0.010101
-0.00938849,-0.0829516,6.55462,0.010101
-0.00941696,-0.0845713,6.63866,0.010101
-0.00944403,-0.0861956,6.72269,0.010101
-0.00946974,-0.0878242,6.80672,0.010101
-0.00949412,-0.0894569,6.89076,0.010101
-0.00951721,-0.0910935,6.97479,0.010101
-0.00953905,-0.0927339,7.05882,0.010101
-0.00955967,-0.0943777,7.14286,0.010101
-0.0095791,-0.0960247,7.22689,0.010101
-0.00959738,-0.0976749,7.31092,0.010101
-0.00961454,-0.0993279,7.39496,0.010101
-0.00963063,-0.100984,7.47899,0.010101
-0.00964566,-0.102642,7.56303,0.010101
-0.00965969,-0.104302,7.64706,0.010101
-0.00967273,-0.105965,7.73109,0.010101
-0.00968484,-0.10763,7.81513,0.010101
-0.00969603,-0.109296,7.89916,0.010101
-0.00970636,-0.110964,7.98319,0.010101
-0.00971585,-0.112634,8.06723,0.010101
-0.00972454,-0.114305,8.15126,0.010101
-0.00973245,-0.115977,8.23529,0.010101
-0.00973964,-0.117651,8.31933,0.010101
-0.00974613,-0.119325,8.40336,0.010101
-0.00975195,-0.121001,8.48739,0.010101
-0.00975715,-0.122677,8.57143,0.010101
-0.00976176,-0.124354,8.65546,0.010101
-0.0097658,-0.126031,8.7395,0.010101
-0.00976933,-0.127709,8.82353,0.010101
-0.00977236,-0.129387,8.90756,0.010101
-0.00977494,-0.131066,8.9916,0.010101
-0.0097771,-0.132745,9.07563,0.010101
-0.00977888,-0.134424,9.15966,0.010101
-0.00978031,-0.136103,9.2437,0.010101
-0.00978143,-0.137782,9.32773,0.010101
-0.00978227,-0.139461,9.41176,0.010101
-0.00978286,-0.14114,9.4958,0.010101
-0.00978326,-0.142819,9.57983,0.010101
-0.00978348,-0.144498,9.66387,0.010101
-0.00978358,-0.146177,9.7479,0.010101
-0.0097836,-0.147856,9.83193,0.010101
-0.00978359,-0.149534,9.91597,0.010101
-0.00978359,-0.151213,10,0.010101
0,0,0,0.020202
-0.000256621,-0.000135531,0.0840336,0.020202
-0.000489727,-0.000249372,0.168067,0.020202
-0.000716837,-0.000385767,0.252101,0.020202
-0.000940942,-0.000554725,0.336134,0.020202
-0.00116236,-0.000759841,0.420168,0.020202
-0.00138085,-0.00100229,0.504202,0.020202
-0.00159611,-0.00128222,0.588235,0.020202
-0.00180792,-0.00159932,0.672269,0.020202
-0.00201616,-0.00195305,0.756303,0.020202
-0.00222076,-0.0023428,0.840336,0.020202
-0.0024217,-0.00276793,0.92437,0.020202
-0.00261897,-0.00322779,1.0084,0.020202
-0.0028126,-0.00372172,1.09244,0.020202
-0.00300262,-0.00424909,1.17647,0.020202
-0.00318905,-0.00480926,1.2605,0.020202
-0.00337193,-0.00540161,1.34454,0.020202
-0.00355128,-0.0060255,1.42857,0.020202
-0.00372716,-0.00668033,1.51261,0.020202
-0.00389958,-0.00736549,1.59664,0.020202
-0.00406858,-0.00808038,1.68067,0.020202
-0.00423421,-0.0088244,1.76471,0.020202
-0.00439648,-0.00959696,1.84874,0.020202
-0.00455544,-0.0103975,1.93277,0.020202
-0.00471112,-0.0112254,2.01681,0.020202
-0.00486355,-0.0120801,2.10084,0.020202
-0.00501278,-0.0129611,2.18487,0.020202
-0.00515882,-0.0138677,2.26891,0.020202
-0.00530172,-0.0147995,2.35294,0.020202
-0.00544152,-0.0157558,2.43697,0.020202
-0.00557823,-0.0167362,2.52101,0.020202
-0.00571191,-0.0177401,2.60504,0.020202
-0.00584258,-0.018767,2.68908,0.020202
-0.00597028,-0.0198164,2.77311,0.020202
-0.00609504,-0.0208876,2.85714,0.020202
-0.00621689,-0.0219803,2.94118,0.020202
-0.00633588,-0.023094,3.02521,0.020202
-0.00645203,-0.024228,3.10924,0.020202
-0.00656538,-0.025382,3.19328,0.020202
-0.00667596,-0.0265554,3.27731,0.020202
-0.0067838,-0.0277477,3.36134,0.020202
-0.00688895,-0.0289586,3.44538,0.020202
-0.00699143,-0.0301874,3.52941,0.020202
-0.00709128,-0.0314338,3.61345,0.020202
-0.00718854,-0.0326973,3.69748,0.020202
-0.00728323,-0.0339774,3.78151,0.020202
-0.0073754,-0.0352737,3.86555,0.020202
-0.00746507,-0.0365858,3.94958,0.020202
-0.00755228,-0.0379132,4.03361,0.020202
-0.00763706,-0.0392555,4.11765,0.020202
-0.00771946,-0.0406122,4.20168,0.020202
-0.00779949,-0.041983,4.28571,0.020202
-0.0078772,-0.0433675,4.36975,0.020202
-0.00795263,-0.0447651,4.45378,0.020202
-0.0080258,-0.0461756,4.53782,0.020202
-0.00809674,-0.0475986,4.62185,0.020202
-0.0081655,-0.0490336,4.70588,0.020202
-0.00823211,-0.0504804,4.78992,0.020202
-0.0082966,-0.0519384,4.87395,0.020202
-0.00835901,-0.0534073,4.95798,0.020202
-0.00841936,-0.0548869,5.04202,0.020202
-0.0084777,-0.0563766,5.12605,0.020202
-0.00853406,-0.0578763,5.21008,0.020202
-0.00858847,-0.0593854,5.29412,0.020202
-0.00864097,-0.0609038,5.37815,0.020202
-0.00869159,-0.062431,5.46218,0.020202
-0.00874036,-0.0639667,5.54622,0.020202
-0.00878732,-0.0655107,5.63025,0.020202
-0.00883251,-0.0670625,5.71429,0.020202
-0.00887595,-0.068622,5.79832,0.020202
-0.00891769,-0.0701887,5.88235,0.020202
-0.00895775,-0.0717624,5.96639,0.020202
-0.00899617,-0.0733429,6.05042,0.020202
-0.00903298,-0.0749297,6.13445,0.020202
-0.00906823,-0.0765227,6.21849,0.020202
-0.00910193,-0.0781215,6.30252,0.020202
-0.00913413,-0.079726,6.38655,0.020202
-0.00916487,-0.0813357,6.47059,0.020202
-0.00919417,-0.0829506,6.55462,0.020202
-0.00922206,-0.0845703,6.63866,0.020202
-0.00924859,-0.0861946,6.72269,0.020202
-0.00927379,-0.0878233,6.80672,0.020202
-0.00929769,-0.089456,6.89076,0.020202
-0.00932033,-0.0910927,6.97479,0.020202
-0.00934174,-0.0927331,7.05882,0.020202
-0.00936195,-0.094377,7.14286,0.020202
-0.00938099,-0.0960241,7.22689,0.020202
-0.00939892,-0.0976742,7.31092,0.020202
-0.00941574,-0.0993273,7.39496,0.020202
-0.00943151,-0.100983,7.47899,0.020202
-0.00944625,-0.102641,7.56303,0.020202
-0.00946001,-0.104302,7.64706,0.020202
-0.0094728,-0.105965,7.73109,0.020202
-0.00948468,-0.107629,7.81513,0.020202
-0.00949566,-0.109296,7.89916,0.020202
-0.00950579,-0.110964,7.98319,0.020202
-0.0095151,-0.112634,8.06723,0.020202
-0.00952363,-0.114305,8.15126,0.020202
-0.0095314,-0.115977,8.23529,0.020202
-0.00953846,-0.117651,8.31933,0.020202
-0.00954483,-0.119325,8.40336,0.020202
-0.00955056,-0.121001,8.48739,0.020202
-0.00955566,-0.122677,8.57143,0.020202
-0.00956019,-0.124354,8.65546,0.020202
-0.00956417,-0.126031,8.7395,0.020202
-0.00956764,-0.127709,8.82353,0.020202
-0.00957063,-0.129387,8.90756,0.020202
-0.00957318,-0.131066,8.9916,0.020202
-0.00957531,-0.132745,9.07563,0.020202
-0.00957707,-0.134424,9.15966,0.020202
-0.00957849,-0.136103,9.2437,0.020202
-0.0095796,-0.137782,9.32773,0.020202
-0.00958044,-0.139461,9.41176,0.020202
-0.00958105,-0.14114,9.4958,0.020202
-0.00958145,-0.142819,9.57983,0.020202
-0.00958169,-0.144498,9.66387,0.020202
-0.0095818,-0.146177,9.7479,0.020202
-0.00958184,-0.147856,9.83193,0.020202
-0.00958184,-0.149534,9.91597,0.020202
-0.00958184,-0.151213,10,0.020202
0,0,0,0.030303
-0.000244822,-0.000126882,0.0840336,0.030303
-0.000475367,-0.000241145,0.168067,0.030303
-0.000698818,-0.000377705,0.252101,0.030303
-0.000918728,-0.000546764,0.336134,0.030303
-0.00113574,-0.000751983,0.420168,0.030303
-0.00134975,-0.000994547,0.504202,0.030303
-0.00156054,-0.0012746,0.588235,0.030303
-0.00176793,-0.00159182,0.672269,0.030303
-0.00197181,-0.00194568,0.756303,0.030303
-0.00217212,-0.00233556,0.840336,0.030303
-0.00236884,-0.00276082,0.92437,0.030303
-0.00256197,-0.00322081,1.0084,0.030303
-0.00275155,-0.00371488,1.09244,0.030303
-0.00293758,-0.00424238,1.17647,0.030303
-0.0031201,-0.00480267,1.2605,0.030303
-0.00329915,-0.00539514,1.34454,0.030303
-0.00347474,-0.00601916,1.42857,0.030303
-0.00364693,-0.00667411,1.51261,0.030303
-0.00381574,-0.0073594,1.59664,0.030303
-0.00398121,-0.00807441,1.68067,0.030303
-0.00414336,-0.00881854,1.76471,0.030303
-0.00430223,-0.00959123,1.84874,0.030303
-0.00445786,-0.0103919,1.93277,0.030303
-0.00461028,-0.0112199,2.01681,0.030303
-0.00475953,-0.0120747,2.10084,0.030303
-0.00490563,-0.0129558,2.18487,0.030303
-0.00504861,-0.0138625,2.26891,0.030303
-0.00518852,-0.0147944,2.35294,0.030303
-0.00532539,-0.0157509,2.43697,0.030303
-0.00545925,-0.0167314,2.52101,0.030303
-0.00559013,-0.0177354,2.60504,0.030303
-0.00571806,-0.0187624,2.68908,0.030303
-0.00584309,-0.0198119,2.77311,0.030303
-0.00596524,-0.0208832,2.85714,0.030303
-0.00608455,-0.021976,2.94118,0.030303
-0.00620105,-0.0230898,3.02521,0.030303
-0.00631477,-0.0242239,3.10924,0.030303
-0.00642575,-0.025378,3.19328,0.030303
-0.00653402,-0.0265515,3.27731,0.030303
-0.00663961,-0.0277439,3.36134,0.030303
-0.00674256,-0.0289549,3.44538,0.030303
-0.0068429,-0.0301838,3.52941,0.030303
-0.00694067,-0.0314303,3.61345,0.030303
-0.0070359,-0.0326939,3.69748,0.030303
-0.00712861,-0.0339741,3.78151,0.030303
-0.00721885,-0.0352705,3.86555,0.030303
-0.00730666,-0.0365827,3.94958,0.030303
-0.00739205,-0.0379101,4.03361,0.030303
-0.00747506,-0.0392525,4.11765,0.030303
-0.00755574,-0.0406093,4.20168,0.030303
-0.00763411,-0.0419802,4.28571,0.030303
-0.0077102,-0.0433647,4.36975,0.030303
-0.00778405,-0.0447625,4.45378,0.030303
-0.0078557,-0.0461731,4.53782,0.030303
-0.00792517,-0.0475961,4.62185,0.030303
-0.0079925,-0.0490312,4.70588,0.030303
-0.00805772,-0.050478,4.78992,0.030303
-0.00812087,-0.0519361,4.87395,0.030303
-0.00818198,-0.0534051,4.95798,0.030303
-0.00824108,-0.0548848,5.04202,0.030303
-0.00829821,-0.0563746,5.12605,0.030303
-0.0083534,-0.0578743,5.21008,0.030303
-0.00840669,-0.0593835,5.29412,0.030303
-0.0084581,-0.0609019,5.37815,0.030303
-0.00850767,-0.0624292,5.46218,0.030303
-0.00855543,-0.063965,5.54622,0.030303
-0.00860142,-0.065509,5.63025,0.030303
-0.00864567,-0.067061,5.71429,0.030303
-0.00868822,-0.0686205,5.79832,0.030303
-0.00872909,-0.0701873,5.88235,0.030303
-0.00876833,-0.071761,5.96639,0.030303
-0.00880596,-0.0733415,6.05042,0.030303
-0.00884201,-0.0749284,6.13445,0.030303
-0.00887653,-0.0765214,6.21849,0.030303
-0.00890955,-0.0781203,6.30252,0.030303
-0.00894109,-0.0797248,6.38655,0.030303
-0.00897119,-0.0813347,6.47059,0.030303
-0.00899989,-0.0829496,6.55462,0.030303
-0.00902722,-0.0845693,6.63866,0.030303
-0.00905321,-0.0861937,6.72269,0.030303
-0.00907789,-0.0878224,6.80672,0.030303
-0.00910131,-0.0894552,6.89076,0.030303
-0.00912349,-0.0910919,6.97479,0.030303
-0.00914446,-0.0927324,7.05882,0.030303
-0.00916426,-0.0943763,7.14286,0.030303
-0.00918292,-0.0960234,7.22689,0.030303
-0.00920049,-0.0976736,7.31092,0.030303
-0.00921698,-0.0993267,7.39496,0.030303
-0.00923243,-0.100982,7.47899,0.030303
-0.00924688,-0.102641,7.56303,0.030303
-0.00926036,-0.104301,7.64706,0.030303
-0.00927291,-0.105964,7.73109,0.030303
-0.00928455,-0.107629,7.81513,0.030303
-0.00929532,-0.109295,7.89916,0.030303
-0.00930525,-0.110964,7.98319,0.030303
-0.00931439,-0.112633,8.06723,0.030303
-0.00932275,-0.114305,8.15126,0.030303
-0.00933038,-0.115977,8.23529,0.030303
-0.0093373,-0.11765,8.31933,0.030303
-0.00934356,-0.119325,8.40336,0.030303
-0.00934918,-0.121,8.48739,0.030303
-0.0093542,-0.122677,8.57143,0.030303
-0.00935865,-0.124353,8.65546,0.030303
-0.00936256,-0.126031,8.7395,0.030303
-0.00936597,-0.127709,8.82353,0.030303
-0.00936892,-0.129387,8.90756,0.030303
-0.00937143,-0.131066,8.9916,0.030303
-0.00937354,-0.132745,9.07563,0.030303
-0.00937528,-0.134424,9.15966,0.030303
-0.00937668,-0.136103,9.2437,0.030303
-0.00937779,-0.137782,9.32773,0.030303
-0.00937863,-0.139461,9.41176,0.030303
-0.00937924,-0.14114,9.4958,0.030303
-0.00937965,-0.142819,9.57983,0.030303
-0.0093799,-0.144498,9.66387,0.030303
-0.00938003,-0.146177,9.7479,0.030303
-0.00938008,-0.147856,9.83193,0.030303
-0.00938009,-0.149534,9.91597,0.030303
-0.00938009,-0.151213,10,0.030303
0,0,0,0.040404
-0.00023403,-0.000118502,0.0840336,0.040404
-0.000461289,-0.0002331,0.168067,0.040404
-0.000680916,-0.000369797,0.252101,0.040404
-0.000896609,-0.000538958,0.336134,0.040404
-0.00110922,-0.000744283,0.420168,0.040404
-0.00131876,-0.000986961,0.504202,0.040404
-0.00152508,-0.00126713,0.588235,0.040404
-0.00172805,-0.00158448,0.672269,0.040404
-0.00192757,-0.00193847,0.756303,0.040404
-0.00212359,-0.00232848,0.840336,0.040404
-0.0023161,-0.00275387,0.92437,0.040404
-0.0025051,-0.00321398,1.0084,0.040404
-0.00269061,-0.00370818,1.09244,0.040404
-0.00287265,-0.0042358,1.17647,0.040404
-0.00305127,-0.00479622,1.2605,0.040404
-0.00322648,-0.00538881,1.34454,0.040404
-0.00339832,-0.00601295,1.42857,0.040404
-0.00356682,-0.00666803,1.51261,0.040404
-0.00373201,-0.00735343,1.59664,0.040404
-0.00389394,-0.00806856,1.68067,0.040404
-0.00405262,-0.00881282,1.76471,0.040404
-0.0042081,-0.00958561,1.84874,0.040404
-0.0043604,-0.0103864,1.93277,0.040404
-0.00450955,-0.0112145,2.01681,0.040404
-0.0046556,-0.0120694,2.10084,0.040404
-0.00479858,-0.0129506,2.18487,0.040404
-0.00493851,-0.0138575,2.26891,0.040404
-0.00507543,-0.0147895,2.35294,0.040404
-0.00520937,-0.0157461,2.43697,0.040404
-0.00534036,-0.0167267,2.52101,0.040404
-0.00546844,-0.0177308,2.60504,0.040404
-0.00559364,-0.0187579,2.68908,0.040404
-0.005716,-0.0198075,2.77311,0.040404
-0.00583554,-0.0208789,2.85714,0.040404
-0.0059523,-0.0219718,2.94118,0.040404
-0.00606631,-0.0230857,3.02521,0.040404
-0.0061776,-0.0242199,3.10924,0.040404
-0.00628621,-0.0253741,3.19328,0.040404
-0.00639217,-0.0265477,3.27731,0.040404
-0.0064955,-0.0277402,3.36134,0.040404
-0.00659626,-0.0289512,3.44538,0.040404
-0.00669446,-0.0301803,3.52941,0.040404
-0.00679014,-0.0314269,3.61345,0.040404
-0.00688334,-0.0326905,3.69748,0.040404
-0.00697408,-0.0339708,3.78151,0.040404
-0.00706239,-0.0352673,3.86555,0.040404
-0.00714832,-0.0365796,3.94958,0.040404
-0.00723189,-0.0379071,4.03361,0.040404
-0.00731314,-0.0392496,4.11765,0.040404
-0.0073921,-0.0406065,4.20168,0.040404
-0.0074688,-0.0419774,4.28571,0.040404
-0.00754327,-0.043362,4.36975,0.040404
-0.00761555,-0.0447599,4.45378,0.040404
-0.00768568,-0.0461706,4.53782,0.040404
-0.00775367,-0.0475937,4.62185,0.040404
-0.00781957,-0.0490289,4.70588,0.040404
-0.00788341,-0.0504757,4.78992,0.040404
-0.00794521,-0.0519339,4.87395,0.040404
-0.00800503,-0.053403,4.95798,0.040404
-0.00806287,-0.0548827,5.04202,0.040404
-0.00811879,-0.0563726,5.12605,0.040404
-0.00817281,-0.0578724,5.21008,0.040404
-0.00822496,-0.0593816,5.29412,0.040404
-0.00827528,-0.0609001,5.37815,0.040404
-0.0083238,-0.0624275,5.46218,0.040404
-0.00837056,-0.0639633,5.54622,0.040404
-0.00841558,-0.0655074,5.63025,0.040404
-0.00845889,-0.0670594,5.71429,0.040404
-0.00850054,-0.068619,5.79832,0.040404
-0.00854055,-0.0701858,5.88235,0.040404
-0.00857896,-0.0717597,5.96639,0.040404
-0.0086158,-0.0733402,6.05042,0.040404
-0.0086511,-0.0749271,6.13445,0.040404
-0.00868489,-0.0765202,6.21849,0.040404
-0.00871721,-0.0781192,6.30252,0.040404
-0.00874809,-0.0797237,6.38655,0.040404
-0.00877756,-0.0813336,6.47059,0.040404
-0.00880566,-0.0829486,6.55462,0.040404
-0.00883242,-0.0845684,6.63866,0.040404
-0.00885787,-0.0861928,6.72269,0.040404
-0.00888204,-0.0878215,6.80672,0.040404
-0.00890496,-0.0894544,6.89076,0.040404
-0.00892668,-0.0910912,6.97479,0.040404
-0.00894722,-0.0927316,7.05882,0.040404
-0.00896661,-0.0943756,7.14286,0.040404
-0.00898489,-0.0960228,7.22689,0.040404
-0.00900209,-0.097673,7.31092,0.040404
-0.00901825,-0.0993261,7.39496,0.040404
-0.00903338,-0.100982,7.47899,0.040404
-0.00904754,-0.10264,7.56303,0.040404
-0.00906075,-0.104301,7.64706,0.040404
-0.00907304,-0.105964,7.73109,0.040404
-0.00908445,-0.107628,7.81513,0.040404
-0.009095,-0.109295,7.89916,0.040404
-0.00910474,-0.110963,7.98319,0.040404
-0.00911369,-0.112633,8.06723,0.040404
-0.00912189,-0.114304,8.15126,0.040404
-0.00912937,-0.115977,8.23529,0.040404
-0.00913617,-0.11765,8.31933,0.040404
-0.0091423,-0.119325,8.40336,0.040404
-0.00914782,-0.121,8.48739,0.040404
-0.00915275,-0.122676,8.57143,0.040404
-0.00915712,-0.124353,8.65546,0.040404
-0.00916097,-0.126031,8.7395,0.040404
-0.00916432,-0.127709,8.82353,0.040404
-0.00916722,-0.129387,8.90756,0.040404
-0.00916969,-0.131066,8.9916,0.040404
-0.00917177,-0.132745,9.07563,0.040404
-0.00917349,-0.134424,9.15966,0.040404
-0.00917488,-0.136103,9.2437,0.040404
-0.00917598,-0.137782,9.32773,0.040404
-0.00917682,-0.139461,9.41176,0.040404
-0.00917743,-0.14114,9.4958,0.040404
-0.00917785,-0.142819,9.57983,0.040404
-0.00917811,-0.144498,9.66387,0.040404
-0.00917825,-0.146177,9.7479,0.040404
-0.00917831,-0.147856,9.83193,0.040404
-0.00917833,-0.149534,9.91597,0.040404
-0.00917834,-0.151213,10,0.040404
0,0,0,0.0505051
-0.000224248,-0.000110596,0.0840336,0.0505051
-0.000447486,-0.000225244,0.168067,0.0505051
-0.000663139,-0.000362041,0.252101,0.0505051
-0.00087459,-0.000531306,0.336134,0.0505051
-0.00108279,-0.00073674,0.420168,0.0505051
-0.00128787,-0.000979534,0.504202,0.0505051
-0.00148974,-0.00125983,0.588235,0.0505051
